listing_key,ticker,exchange,review_kind,classification,decision_candidate,safe_action,confidence,evidence_needed,rationale,do_not_apply_reason
NASDAQ::ADAMN,ADAMN,NASDAQ,twelvedata_name_mismatch,needs_official_evidence,needs_official_evidence,needs_official_evidence,0.2,"Official SEC filing clarifying the relationship between Adamas Trust, Inc and New York Mortgage Trust preferred stock (Series D).","Similar to ADAMZ, local trust name conflicts with Twelve Data's preferred stock description. Evidence required.","Severe name mismatch, cannot assume same security without proof."
OTC::ALBAF,ALBAF,OTC,twelvedata_name_mismatch,needs_official_evidence,needs_official_evidence,needs_official_evidence,0.2,Official evidence of any corporate action linking Alba Mineral Resources plc to Arkadian Strategic Metals Plc.,Names have very low similarity (0.128); official evidence required to resolve.,"Severe name mismatch, cannot assume same security without proof."
OTC::BCEXF,BCEXF,OTC,twelvedata_name_mismatch,possible_duplicate_or_cross_listing,candidate_apply_blocked,candidate_for_official_followup,0.25,"Confirmation that BCEXF is the common stock of BCE Inc. and not the preferred Series V, or mapping details.","Names suggest same issuer (BCE Inc.) but Twelve Data indicates a preferred stock, while local may be common. Blocking apply pending verification.","Twelvedata name indicates preferred stock, while local may be common stock. Applying would mismatch security types without confirmation."
NYSE::CVSA,CVSA,NYSE,twelvedata_name_mismatch,needs_official_evidence,needs_official_evidence,needs_official_evidence,0.2,Official SEC filing or press release documenting any relationship between Covista Inc. and Adtalem Global Education Inc.,Names have very low similarity (0.129); likely distinct entities. Official evidence needed.,"Severe name mismatch, cannot assume same security without proof."
OTC::ESXMF,ESXMF,OTC,twelvedata_name_mismatch,needs_official_evidence,needs_official_evidence,needs_official_evidence,0.2,Official documentation on corporate history or a press release confirming whether Essex Minerals Inc changed its name to Optegra Ventures Inc.,"Names are entirely different (Essex Minerals vs Optegra Ventures) with a very low similarity score. Likely different issuers, but a remote possibility of a rebranding cannot be ruled out without official evidence.",Cannot apply any change without verified source confirming a name change or merger.
OTC::KYDKF,KYDKF,OTC,twelvedata_name_mismatch,needs_official_evidence,needs_official_evidence,needs_official_evidence,0.2,"Corporate filings or news releases showing a link between Kyudenko Corporation and Kraftia Corporation, or confirming they are separate entities.",The names 'Kyudenko Corporation' and 'Kraftia Corporation' share no common words and appear to be unrelated companies. A severe name mismatch requires verification from authoritative sources before any action.,Insufficient proof to assign either name as correct; official evidence is mandatory.
OTC::VTIAF,VTIAF,OTC,twelvedata_name_mismatch,needs_official_evidence,needs_official_evidence,needs_official_evidence,0.2,Official statement or merger documentation confirming whether VITA 34 AG has been renamed to FamiCord AG.,"VITA 34 and FamiCord may be related through a corporate restructuring in the cord blood banking industry, but the names are substantially different. Without an official source, the mismatch cannot be resolved.",Name change cannot be applied based solely on Twelvedata mismatch; requires regulatory confirmation.
BATS::ROMO,ROMO,BATS,twelvedata_name_mismatch,out_of_scope_candidate,out_of_scope_candidate,candidate_for_official_followup,0.3,"Validation that ROMO on BATS is indeed the Strategy Shares ETF, and that Twelvedata is incorrectly assigning the RomReal Limited stock from a different exchange.",The local record describes an ETF while Twelvedata returns a common stock from a different country; these are fundamentally different security types and are likely out of scope for a simple name update.,One entry is an ETF and the other a common stock; applying either name would likely violate scope rules.
OTC::BWVI,BWVI,OTC,twelvedata_name_mismatch,needs_official_evidence,needs_official_evidence,needs_official_evidence,0.2,"Press release or SEC filing proving Blue Water Ventures International Inc was renamed to Psycheceutical Bioscience, Inc.",The names describe completely different industries (water ventures vs bioscience). A possible reverse merger or shell change cannot be assumed without evidence.,No official record supports a name change; applying would be speculative.
NASDAQ::XOMAP,XOMAP,NASDAQ,twelvedata_name_mismatch,needs_official_evidence,needs_official_evidence,needs_official_evidence,0.7,Exchange listing details confirming that XOMAP is the preferred stock of XOMA Corp/Royalty Corporation and the exact security name.,"Twelvedata name explicitly references XOMA and describes a preferred stock, while the local name is a generic common stock name. They likely refer to the same issuer but different share classes; the local name should probably be the full preferred stock description.",The preferred stock description is lengthy; applying requires verification that the local ticker is indeed for the preferred stock and not the common.
OTC::ODTC,ODTC,OTC,twelvedata_name_mismatch,needs_official_evidence,needs_official_evidence,needs_official_evidence,0.2,"Official data on what security ODTC represents; Twelvedata shows a structured product name, suggesting a possible mapping error.","Local name is a pharmaceutical company, but Twelvedata returns a fixed-income-like string. This may indicate a stale or incorrect symbol mapping that needs authoritative resolution.",Names are unrelated; applying either without official confirmation risks corrupting the database.
OTC::TETAA,TETAA,OTC,twelvedata_name_mismatch,needs_official_evidence,needs_official_evidence,needs_official_evidence,0.2,Corporate announcements or SEC filings showing a relationship between Alpha G Investment Management and Teton Advisors Inc.,"Both are asset managers, but the names are completely distinct. Teton Advisors is a known public company; Alpha G may be a former name or an unrelated entity. Official records are required.",No evidence links the two names; cannot apply change.
OTC::TETAB,TETAB,OTC,twelvedata_name_mismatch,needs_official_evidence,needs_official_evidence,needs_official_evidence,0.2,Same as TETAA: official confirmation of the issuer's identity for TETAB.,TETAB shares the same local name as TETAA (Alpha G). The Twelvedata name is Teton Advisors Inc. Applying either without proof is unjustified.,Parallel case to TETAA; no official evidence to support name application.
OTC::GOFPY,GOFPY,OTC,twelvedata_name_mismatch,needs_official_evidence,needs_official_evidence,needs_official_evidence,0.2,Depositary receipt prospectus or OTC Markets page clarifying whether GOFPY represents OPAP S.A. or Allwyn AG.,Allwyn AG is a major shareholder of OPAP but a separate legal entity. The Twelvedata name (Opap S.A.) and local name (Allwyn AG) disagree; the correct ADR issuer must be verified.,Two possible issuers; swapping names without evidence could misrepresent the security.
OTC::RDAR,RDAR,OTC,twelvedata_name_mismatch,needs_official_evidence,needs_official_evidence,needs_official_evidence,0.2,"SEC 8-K or press release regarding a name change from Raadr Inc. to Telvantis, Inc., or vice versa.","The names bear no resemblance; one is an old ticker for Raadr, the other Telvantis. A reverse merger may have occurred, but only official filings can confirm.",Speculative relationships are not admissible; official evidence is lacking.
OTC::QNTPF,QNTPF,OTC,twelvedata_name_mismatch,needs_official_evidence,needs_official_evidence,needs_official_evidence,0.2,Corporate announcement clarifying whether QuantumPharm Inc. was renamed to XtalPi Holdings Limited or they are separate entities.,"QuantumPharm and XtalPi are both AI drug discovery firms; a rebranding is plausible but not certain. Without a verifiable source, the mismatch stays unresolved.",Cannot distinguish between a name change and a different company without documentary proof.
NASDAQ::SUIG,SUIG,NASDAQ,twelvedata_name_mismatch,needs_official_evidence,needs_official_evidence,needs_official_evidence,0.2,Nasdaq listing history or SEC filings confirming the correct issuer name for ticker SUIG.,"SUI Group Holdings and Mill City Ventures are completely different businesses. A ticker reassignment is likely, requiring exchange data to resolve.",No official record supports either name; applying would be unsafe.
OTC::AMSSY,AMSSY,OTC,twelvedata_name_mismatch,needs_official_evidence,needs_official_evidence,needs_official_evidence,0.8,Press release or regulatory filing documenting the merger of ams AG and OSRAM that resulted in the name ams-OSRAM AG.,"ams AG is widely known to have merged with OSRAM and adopted the ams-OSRAM name. The Twelvedata name includes 'ams-OSRAM AG', indicating the post-merger entity. Highly likely same issuer, but an official source is still needed for formal documentation.","While the connection is obvious, incorporating the new name requires an official reference to ensure accuracy."
NASDAQ::AIOS,AIOS,NASDAQ,twelvedata_name_mismatch,needs_official_evidence,needs_official_evidence,needs_official_evidence,0.2,Nasdaq company directory or SEC filing showing the identity behind the AIOS ticker.,AIOS Tech Inc. and NiSun International Enterprise Development Group are unrelated by name and likely geography. The discrepancy suggests a data vendor error or a very recent stock change.,Applying either name without proof would introduce a factual error.
NASDAQ::NXTS,NXTS,NASDAQ,twelvedata_name_mismatch,needs_official_evidence,needs_official_evidence,needs_official_evidence,0.2,Official Nasdaq listing page or corporate filing that identifies the company for ticker NXTS.,"Nexentis Technologies and N2OFF, Inc. appear to be different companies. A ticker history check is required to see if NXTS was recycled.",No basis to select one name over the other; must verify with primary sources.
NASDAQ::OBAI,OBAI,NASDAQ,twelvedata_name_mismatch,needs_official_evidence,needs_official_evidence,needs_official_evidence,0.2,"SEC filings (e.g., 10-K, 8-K) for OBAI to determine whether Our Bond, Inc. changed its name to TG-17, Inc.","The names do not match, and both seem like small-cap companies. A possible reverse merger or rebranding must be substantiated by official documents.",Name change is not evident; official confirmation required.
OTC::GRKZF,GRKZF,OTC,twelvedata_name_mismatch,needs_official_evidence,needs_official_evidence,needs_official_evidence,0.2,Ownership structure or OTC listing details that clarify if GRKZF represents OPAP (Greek lottery) or Allwyn AG.,"Greek Organization of Football Prognostics is OPAP, which is majority-owned by Allwyn but operates independently. The Twelvedata name is Allwyn AG, creating a possible parent/subsidiary confusion.",Cannot apply Allwyn to what is likely an OPAP listing without verifying the correct legal issuer.
NASDAQ::BUSEP,BUSEP,NASDAQ,twelvedata_name_mismatch,needs_official_evidence,needs_official_evidence,needs_official_evidence,0.7,Prospectus or NASDAQ symbol directory confirming that BUSEP corresponds to the First Busey Corporation preferred stock described by Twelvedata.,"Twelvedata name contains 'First Busey Corporation' and a detailed preferred stock description, while the local name is just 'First Busey Corporation'. The mismatch is likely due to missing share class details in the local record.",The full preferred stock name is extensive; an official source must be provided before updating.
BATS::SOLM,SOLM,BATS,twelvedata_name_mismatch,out_of_scope_candidate,out_of_scope_candidate,candidate_for_official_followup,0.3,Confirmation that SOLM on BATS is the Amplify ETF and not the Italian company SOL S.p.A. trading as a common stock.,"Local name is an ETF focused on Solana, while Twelvedata returns an industrial company; these are entirely different asset types. The twelvedata mapping appears erroneous and out of scope for a simple name update.",ETF vs common stock; merging the records would break data integrity.
OTC::MURGY,MURGY,OTC,twelvedata_name_mismatch,severe_name_mismatch,uncertain,needs_official_evidence,0.1,"Official confirmation that 'Munich Reinsurance Company' and 'Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft ADR' refer to the same issuer, e.g., SEC filings or exchange listing notices showing ADR relationship or name equivalence.","Name similarity score is 0.157, indicating a severe mismatch. While the German name suggests a possible parent/subsidiary or ADR spelling difference, no evidence is provided to confirm they are the same security. Without official documentation, we cannot assume they are equivalent.",Low confidence name match; cannot confirm these are the same security.
BATS::GLBL,GLBL,BATS,twelvedata_name_mismatch,severe_name_mismatch,uncertain,needs_official_evidence,0.1,Official evidence linking the local ETF 'Pacer Funds Trust Pacer MSCI Wo' and Twelve Data's 'Glanbia plc'. Check if GLBL is a ticker used by both or a listing error; SEC filings or exchange symbol change history required.,"Name similarity score is 0.158, completely different entity types (ETF vs. Common Stock). Likely a symbol reuse or data mismatch. Cannot apply without official verification.",Low confidence name match; entities are fundamentally different.
OTC::EMDF,EMDF,OTC,twelvedata_name_mismatch,severe_name_mismatch,uncertain,needs_official_evidence,0.1,"Official confirmation whether 'Garrison Film Productions Inc.' and 'E Med Future Inc.' are the same entity (e.g., name change history, SEC filings).","Name similarity score 0.162, no apparent connection. Could be a ticker reassignment or historical rename. Official evidence required.",Low confidence name match; cannot confirm they are the same security.
OTC::PRCX,PRCX,OTC,twelvedata_name_mismatch,severe_name_mismatch,uncertain,needs_official_evidence,0.1,"Official documentation linking 'Resort Savers Inc' and 'Phoenix Rising Companies Inc.' (e.g., name change filing, SEC Edgar).","Name similarity score 0.162, completely different names. Likely different companies. No evidence to apply rename.",Low confidence name match; insufficient evidence of same issuer.
BATS::DECP,DECP,BATS,twelvedata_name_mismatch,severe_name_mismatch,uncertain,needs_official_evidence,0.1,Official confirmation that the ETF 'PGIM US Large-Cap Buffer 12 ETF - December' corresponds to Twelve Data's 'JCDecaux SE'. Verify symbol allocation; check if DECP was reassigned.,Name similarity score 0.167; ETF vs. Common Stock mismatch. High probability of symbol conflict. Needs authoritative source.,Low confidence name match; conflicting instrument types.
NASDAQ::APAD,APAD,NASDAQ,twelvedata_name_mismatch,severe_name_mismatch,uncertain,needs_official_evidence,0.1,"Official evidence linking 'A Paradise Acquisition Corp.' and 'Enhanced Group Inc.' (e.g., SEC filings, corporate action notices).",Name similarity score 0.167; names are unrelated. Could be a shell company rename but must be verified.,Low confidence name match; cannot assume same issuer without proof.
NASDAQ::SBLX,SBLX,NASDAQ,twelvedata_name_mismatch,severe_name_mismatch,uncertain,needs_official_evidence,0.1,"Official documentation that 'StableX Technologies, Inc.' and 'AYRO, Inc.' are the same entity (e.g., name change filing with SEC).",Name similarity score 0.167; completely different names. No evidence of relationship.,Low confidence name match; insufficient evidence.
NYSE MKT::CITR,CITR,NYSE MKT,twelvedata_name_mismatch,severe_name_mismatch,uncertain,needs_official_evidence,0.1,"Official evidence linking 'CitroTech Inc.' and 'General Enterprise Ventures Inc.' (e.g., SEC filings, symbol change history).",Name similarity score 0.167; names do not match. Possible ticker change; requires verification.,Low confidence name match; cannot confirm same security.
OTC::HWKRF,HWKRF,OTC,twelvedata_name_mismatch,severe_name_mismatch,uncertain,needs_official_evidence,0.1,"Official confirmation whether 'Hawkmoon Resources Corp' and 'Earthwise Minerals Corp.' are the same (e.g., corporate action, regulatory filings).",Name similarity score 0.167; no clear link. Could be a rename but needs proof.,Low confidence name match; insufficient evidence.
OTC::ILXP,ILXP,OTC,twelvedata_name_mismatch,severe_name_mismatch,uncertain,needs_official_evidence,0.1,"Official evidence linking 'ECOMINAS CORP.' and 'International Luxury Product Inc.' (e.g., SEC filing, name change notice).",Name similarity score 0.167; names unrelated. Likely different companies.,Low confidence name match; cannot confirm same issuer.
NASDAQ::GIG,GIG,NASDAQ,twelvedata_name_mismatch,severe_name_mismatch,uncertain,needs_official_evidence,0.1,"Official documentation that 'GigCapital7 Corp. Class A Ordinary Share' and 'Hadron Energy Inc.' are the same (e.g., SEC filings, symbol reassignment).",Name similarity score 0.17; different company types. Could be a post-merger rename but no evidence.,Low confidence name match; insufficient evidence.
OTC::RCCMF,RCCMF,OTC,twelvedata_name_mismatch,severe_name_mismatch,uncertain,needs_official_evidence,0.1,"Official confirmation whether 'Nippon Dragon Resources Inc' and 'G.E.T.T. Gold Inc.' are the same entity (e.g., regulatory filings, name change announcement).",Name similarity score 0.171; distinct names. Possible rename but unverified.,Low confidence name match; cannot assume same issuer.
NASDAQ::SONM,SONM,NASDAQ,twelvedata_name_mismatch,severe_name_mismatch,uncertain,needs_official_evidence,0.1,"Official evidence linking 'DNA X, Inc.' and 'Sonim Technologies Inc.' (e.g., SEC 8-K name change filing).",Name similarity score 0.174; no apparent connection. Needs authoritative source to confirm same issuer.,Low confidence name match; insufficient evidence.
