listing_key,ticker,exchange,mic_code,local_name,twelvedata_name,twelvedata_type,name_score,deepseek_decision_candidate,deepseek_safe_action,deepseek_confidence,provider_queue,validation_status,evidence_required,review_batch
NEO::HERM,HERM,NEO,NEOE,Hermes CDR (CAD hedged),Hermès International Société en commandite par actions,Depositary Receipt,0.297,needs_official_evidence,needs_official_evidence,0.4,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_b_canada
TSXV::RDS,RDS,TSXV,XTSX,Ressources Minieres Radisson Inc,Radisson Mining Resources Inc.,Common Stock,0.302,needs_official_evidence,needs_official_evidence,0.3,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_b_canada
TSX::ORAC,ORAC,TSX,XTSE,Oracle CDR (CAD Hedged),ORAC,Common Stock,0.32,needs_official_evidence,needs_official_evidence,0.1,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_b_canada
TSXV::MKT,MKT,TSXV,XTSX,DeepMarkit Corp.,Prospect Prediction Markets Inc.,Common Stock,0.324,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_b_canada
NEO::ZCOI,ZCOI,NEO,NEOE,Coinbase (COIN) BMO CDR (CAD Hedged),"Coinbase Global, Inc. Depositary Receipt",Depositary Receipt,0.333,needs_official_evidence,needs_official_evidence,0.4,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_b_canada
TSX::NSTL,NSTL,TSX,XTSE,Nestlé CDR (CAD Hedged),Nestlé S.A. Depositary Receipt,Depositary Receipt,0.333,needs_official_evidence,needs_official_evidence,0.4,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_b_canada
NEO::ZVST,ZVST,NEO,NEOE,VISTRA (VST) BMO CDR (CAD HEDGED),Vistra Corp.,Depositary Receipt,0.343,needs_official_evidence,needs_official_evidence,0.4,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_b_canada
NEO::ZAAP,ZAAP,NEO,NEOE,APPLE (aapl) BMO CDR (CAD HEDGED),Apple Inc. Depositary Receipt (APC0),Depositary Receipt,0.345,needs_official_evidence,needs_official_evidence,0.4,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_b_canada
NEO::ZPYP,ZPYP,NEO,NEOE,PayPal (PYPL) BMO CDR (CAD Hedged),PayPal Holdings Inc Canadian Depositary Receipt (CDR) 2PP1,Depositary Receipt,0.366,needs_official_evidence,needs_official_evidence,0.4,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_b_canada
NEO::ZINT,ZINT,NEO,NEOE,INTEL (INTC) BMO CDR (CAD HEDGED),Intel Corporation Depositary Receipt,Depositary Receipt,0.377,needs_official_evidence,needs_official_evidence,0.4,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_b_canada
TSXV::ILC,ILC,TSXV,XTSX,International Lithium Corp.,ILC Critical Minerals Ltd.,Common Stock,0.381,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_b_canada
NEO::ZMCD,ZMCD,NEO,NEOE,McDonalds (MCD) BMO CDR (CAD Hedged),McDonald's Corporation Depositary Receipt,Depositary Receipt,0.393,needs_official_evidence,needs_official_evidence,0.3,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_b_canada
NEO::ZCOS,ZCOS,NEO,NEOE,COSTCO )COST) BMO CDR (CAD HEDGED),Costco Wholesale Corporation Depositary Receipt,Depositary Receipt,0.4,needs_official_evidence,needs_official_evidence,0.3,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_b_canada
NEO::ZAPO,ZAPO,NEO,NEOE,APOLLO (APO) BMO CDR (CAD HEDGED),"Apollo Global Management, Inc. Canadian Depositary Receipt",Depositary Receipt,0.42,needs_official_evidence,needs_official_evidence,0.3,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_b_canada
NEO::ZBA,ZBA,NEO,NEOE,BOEING (BA) BMO CDR (CAD HEDGED),The Boeing Company Canadian Depositary Receipt,Depositary Receipt,0.429,needs_official_evidence,needs_official_evidence,0.3,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_b_canada
NEO::ZMSF,ZMSF,NEO,NEOE,MICROSOFT (MSFT) BMO CDR (CAD HEDGED),Microsoft Corporation,Depositary Receipt,0.429,needs_official_evidence,needs_official_evidence,0.3,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_b_canada
TSX::ZYNS,ZYNS,TSX,XTSE,Philip Morris CDR (CAD Hedged),Philip Morris International Inc. Depositary Receipt,Depositary Receipt,0.432,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_b_canada
TSX::PIF,PIF,TSX,XTSE,Polaris Infrastructure Inc,Polaris Renewable Energy Inc.,Common Stock,0.435,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_b_canada
TSX::UBSS,UBSS,TSX,XTSE,UBS CDR (CAD Hedged),UBS Group AG Canadian Depositary Receipt,Depositary Receipt,0.436,needs_official_evidence,needs_official_evidence,0.3,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_b_canada
TSX::INGS,INGS,TSX,XTSE,ING CDR (CAD Hedged),ING Groep N.V.,Depositary Receipt,0.452,needs_official_evidence,needs_official_evidence,0.3,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_b_canada
NEO::ZLLY,ZLLY,NEO,NEOE,ELI LILLY (LLY) BMO CDR (CAD HEDGED),Eli Lilly and Company Canadian Depositary Receipt,Depositary Receipt,0.469,needs_official_evidence,needs_official_evidence,0.3,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_b_canada
TSX::SNY,SNY,TSX,XTSE,Sanofi CDR (CAD Hedged),Sanofi SA Unsponsored Canadian Depositary Receipt Hedged Reg S,Depositary Receipt,0.475,needs_official_evidence,needs_official_evidence,0.35,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_b_canada
TSX::BENZ,BENZ,TSX,XTSE,Mercedes-Benz CDR (CAD Hedged),Mercedes-Benz Group AG Depositary Receipt,Depositary Receipt,0.485,needs_official_evidence,needs_official_evidence,0.3,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_b_canada
NEO::ZWMT,ZWMT,NEO,NEOE,WALMART (WMT) BMO CDR (CAD HEDGED),Walmart Inc. American Depositary Receipt,Depositary Receipt,0.492,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_b_canada
TSX::CMGS,CMGS,TSX,XTSE,Chipotle CDR (CAD Hedged),Chipotle Mexican Grill Inc. Canadian Depositary Receipt,Depositary Receipt,0.493,needs_official_evidence,needs_official_evidence,0.3,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_b_canada
NEO::ZXOM,ZXOM,NEO,NEOE,EXXON MOBIL (XOM) BMO CDR (CAD HEDGED),Exxon Mobil Corporation Depositary Receipt,Depositary Receipt,0.5,needs_official_evidence,needs_official_evidence,0.3,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_b_canada
TSXV::AXO,AXO,TSXV,XTSX,AXO Copper Corp.,Axo Metals Corp.,Common Stock,0.5,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_b_canada
TSXV::KOVO,KOVO,TSXV,XTSX,Kovo Healthtech Corp,Kovo Holdings Inc.,Common Stock,0.5,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_b_canada
NEO::NTDO,NTDO,NEO,NEOE,NINTENDO CO LTD CDR (CAD Hedged),"Nintendo Co., Ltd.",Depositary Receipt,0.516,needs_official_evidence,needs_official_evidence,0.35,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_b_canada
TSX::CGY,CGY,TSX,XTSE,Calian Technologies Ltd,Calian Group Ltd.,Common Stock,0.516,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_b_canada
TSXV::KLX,KLX,TSXV,XTSX,Klimat X Developments Inc.,Carbon Done Right Development LLC,Common Stock,0.519,keep_source_gap,source_gap_accept,0.3,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_b_canada
TSXV::WED,WED,TSXV,XTSX,Westaim Corporation (The),The Westaim Corporation Common Stock,Common Stock,0.519,keep_source_gap,source_gap_accept,0.3,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_b_canada
TSX::LORL,LORL,TSX,XTSE,L’Oréal CDR (CAD Hedged),L'OREAL SA ADR (LOR0),Depositary Receipt,0.526,keep_source_gap,source_gap_accept,0.3,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_b_canada
TSX::SMNS,SMNS,TSX,XTSE,Siemens CDR (CAD Hedged),Siemens AG American Depositary Receipt,Depositary Receipt,0.526,keep_source_gap,source_gap_accept,0.3,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_b_canada
NEO::NEST,NEST,NEO,NEOE,NESTLE SA CDR (CAD Hedged),Nestlé S.A.,Depositary Receipt,0.533,keep_source_gap,source_gap_accept,0.3,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_b_canada
TSX::TTES,TTES,TSX,XTSE,TotalEnergies CDR (CAD Hedged),TotalEnergies SE Depositary Receipt,Depositary Receipt,0.533,keep_source_gap,source_gap_accept,0.3,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_b_canada
TSX::NVS,NVS,TSX,XTSE,Novartis CDR (CAD Hedged),Novartis AG American Depositary Receipt,Depositary Receipt,0.542,keep_source_gap,source_gap_accept,0.3,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_b_canada
NEO::ZMIC,ZMIC,NEO,NEOE,Micron Technology (MU) BMO CDR (CAD Hedged),"Micron Technology, Inc. Depositary Receipt",Depositary Receipt,0.56,keep_source_gap,source_gap_accept,0.3,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_b_canada
TSXV::WKG,WKG,TSXV,XTSX,WestKam Gold Corp.,Big Bear Gold Corp.,Common Stock,0.56,keep_source_gap,source_gap_accept,0.3,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_b_canada
TSX::DPM,DPM,TSX,XTSE,Dundee Precious Metals Inc,DPM Metals Inc.,Common Stock,0.562,keep_source_gap,source_gap_accept,0.3,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_b_canada
NEO::MTSU,MTSU,NEO,NEOE,MITSUBISHI CORP CDR (CAD Hedged),Mitsubishi Corporation,Depositary Receipt,0.571,keep_source_gap,source_gap_accept,0.3,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_b_canada
NEO::VWA,VWA,NEO,NEOE,VOLKSWAGEN CDR (CAD HEDGED),Volkswagen AG,Depositary Receipt,0.571,keep_source_gap,source_gap_accept,0.3,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_b_canada
NEO::NVON,NVON,NEO,NEOE,NOVO NORDISK A/S CDR (CAD Hedged),Novo Nordisk A/S Depositary Receipt,Depositary Receipt,0.576,keep_source_gap,source_gap_accept,0.3,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_b_canada
TSXV::PGP,PGP,TSXV,XTSX,Cobalt Power Group Inc,Power Group Projects Corp.,Common Stock,0.579,keep_source_gap,source_gap_accept,0.3,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_b_canada
NEO::ZMAS,ZMAS,NEO,NEOE,MASTERCARD (MA) BMO CDR (CAD HEDGED),Mastercard Incorporated Class A Common Shares Canadian Depositary Receipt (CAD Hedged),Depositary Receipt,0.583,keep_source_gap,source_gap_accept,0.3,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_b_canada
TSX::VISA,VISA,TSX,XTSE,Visa CDR (CAD Hedged),Visa Inc. - CDR,Depositary Receipt,0.593,keep_source_gap,source_gap_accept,0.3,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_b_canada
