listing_key,ticker,exchange,mic_code,local_name,twelvedata_name,twelvedata_type,name_score,deepseek_decision_candidate,deepseek_safe_action,deepseek_confidence,provider_queue,validation_status,evidence_required
NASDAQ::KUST,KUST,NASDAQ,XNCM,"Kustom Entertainment, Inc.",Digital Ally Inc.,Common Stock,0.125,needs_official_evidence,needs_official_evidence,0.2,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
NASDAQ::YYAI,YYAI,NASDAQ,XNCM,AiRWA Inc.,Connexa Sports Technologies Inc.,Common Stock,0.125,needs_official_evidence,needs_official_evidence,0.2,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
OTC::BFGFF,BFGFF,OTC,PINX,Giant Mining Corp.,Copper One Resources Corp.,Common Stock,0.125,needs_official_evidence,needs_official_evidence,0.2,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
OTC::GRPS,GRPS,OTC,PINX,"Trans American Aquaculture, Inc",Gold River Productions Inc.,Common Stock,0.125,needs_official_evidence,needs_official_evidence,0.2,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
OTC::KNDYF,KNDYF,OTC,PINX,Kenadyr Metals Corp,Algo Grande Copper Corp.,Common Stock,0.125,needs_official_evidence,needs_official_evidence,0.2,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
OTC::OPORF,OPORF,OTC,PINX,Open Orphan plc,Hvivo Plc,Common Stock,0.125,needs_official_evidence,needs_official_evidence,0.2,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
NASDAQ::ADAMN,ADAMN,NASDAQ,XNMS,"Adamas Trust, Inc","New York Mortgage Trust, Inc. - 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock",Common Stock,0.127,needs_official_evidence,needs_official_evidence,0.2,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
OTC::ALBAF,ALBAF,OTC,PINX,Alba Mineral Resources plc,Arkadian Strategic Metals Plc,Common Stock,0.128,needs_official_evidence,needs_official_evidence,0.2,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
OTC::BCEXF,BCEXF,OTC,PINX,BCE Inc,BCE Inc. Preferred Stock Series V 3.306% Perpetual,Preferred Stock,0.128,candidate_apply_blocked,candidate_for_official_followup,0.25,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
NYSE::CVSA,CVSA,NYSE,XNYS,Covista Inc.,Adtalem Global Education Inc.,Common Stock,0.129,needs_official_evidence,needs_official_evidence,0.2,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
OTC::ESXMF,ESXMF,OTC,PINX,Essex Minerals Inc,Optegra Ventures Inc.,Common Stock,0.133,needs_official_evidence,needs_official_evidence,0.2,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
OTC::KYDKF,KYDKF,OTC,PINX,Kyudenko Corporation,Kraftia Corporation,Common Stock,0.133,needs_official_evidence,needs_official_evidence,0.2,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
OTC::VTIAF,VTIAF,OTC,PINX,VITA 34 AG,FamiCord AG,Common Stock,0.133,needs_official_evidence,needs_official_evidence,0.2,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
BATS::ROMO,ROMO,BATS,BCXE,Strategy Shares Newfound/ReSolve Robust Momentum ETF,RomReal Limited,Common Stock,0.136,out_of_scope_candidate,candidate_for_official_followup,0.3,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
OTC::BWVI,BWVI,OTC,PINX,Blue Water Ventures International Inc,"Psycheceutical Bioscience, Inc.",Common Stock,0.138,needs_official_evidence,needs_official_evidence,0.2,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
NASDAQ::XOMAP,XOMAP,NASDAQ,XNMS,XOMA Corp,XOMA Royalty Corporation 8.625% Perpetual Preferred Stock Series A,Preferred Stock,0.14,needs_official_evidence,needs_official_evidence,0.7,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
OTC::ODTC,ODTC,OTC,PINX,Odonate Therapeutics,FNCL 2.5 2013 USB Float,Common Stock,0.14,needs_official_evidence,needs_official_evidence,0.2,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
OTC::TETAA,TETAA,OTC,PINX,"Alpha G Investment Management, Inc.",Teton Advisors Inc.,Common Stock,0.14,needs_official_evidence,needs_official_evidence,0.2,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
OTC::TETAB,TETAB,OTC,PINX,"Alpha G Investment Management, Inc.",Teton Advisors Inc.,Common Stock,0.14,needs_official_evidence,needs_official_evidence,0.2,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
OTC::GOFPY,GOFPY,OTC,PINX,Allwyn AG,Opap S.A.,American Depositary Receipt,0.143,needs_official_evidence,needs_official_evidence,0.2,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
OTC::RDAR,RDAR,OTC,PINX,"Telvantis, Inc.",Raadr Inc.,Common Stock,0.143,needs_official_evidence,needs_official_evidence,0.2,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
OTC::QNTPF,QNTPF,OTC,PINX,QUANTUMPHARM INC.,XtalPi Holdings Limited,Common Stock,0.148,needs_official_evidence,needs_official_evidence,0.2,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
NASDAQ::SUIG,SUIG,NASDAQ,XNMS,SUI Group Holdings Limited,"Mill City Ventures III, Ltd.",Common Stock,0.15,needs_official_evidence,needs_official_evidence,0.2,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
OTC::AMSSY,AMSSY,OTC,PINX,ams AG,ams-OSRAM AG American Depositary Receipt,American Depositary Receipt,0.15,needs_official_evidence,needs_official_evidence,0.8,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
NASDAQ::AIOS,AIOS,NASDAQ,XNMS,AIOS Tech Inc.,"NiSun International Enterprise Development Group Co., Ltd. Class A",Common Stock,0.154,needs_official_evidence,needs_official_evidence,0.2,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
NASDAQ::NXTS,NXTS,NASDAQ,XNMS,Nexentis Technologies Inc.,"N2OFF, Inc.",Common Stock,0.154,needs_official_evidence,needs_official_evidence,0.2,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
NASDAQ::OBAI,OBAI,NASDAQ,XNMS,"Our Bond, Inc.","TG-17, Inc.",Common Stock,0.154,needs_official_evidence,needs_official_evidence,0.2,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
OTC::GRKZF,GRKZF,OTC,PINX,Greek Organization of Football Prognostics S.A,Allwyn AG,Common Stock,0.154,needs_official_evidence,needs_official_evidence,0.2,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
NASDAQ::BUSEP,BUSEP,NASDAQ,XNGS,First Busey Corporation,"First Busey Corporation 8.25% Series B Non-Cumulative Perpetual Preferred Stock, Depositary Shares, each representing a 1/40th interest in a share",Preferred Stock,0.155,needs_official_evidence,needs_official_evidence,0.7,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
BATS::SOLM,SOLM,BATS,BCXE,Amplify Solana 3% Monthly Option Income ETF,SOL S.p.A.,Common Stock,0.157,out_of_scope_candidate,candidate_for_official_followup,0.3,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
OTC::MURGY,MURGY,OTC,PINX,Munich Reinsurance Company,Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft ADR,American Depositary Receipt,0.157,uncertain,needs_official_evidence,0.1,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
BATS::GLBL,GLBL,BATS,BCXE,Pacer Funds Trust Pacer MSCI Wo,Glanbia plc,Common Stock,0.158,uncertain,needs_official_evidence,0.1,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
OTC::EMDF,EMDF,OTC,PINX,Garrison Film Productions Inc.,E Med Future Inc.,Common Stock,0.162,uncertain,needs_official_evidence,0.1,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
OTC::PRCX,PRCX,OTC,PINX,Resort Savers Inc,Phoenix Rising Companies Inc.,Common Stock,0.162,uncertain,needs_official_evidence,0.1,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
BATS::DECP,DECP,BATS,BCXE,PGIM US Large-Cap Buffer 12 ETF - December,JCDecaux SE,Common Stock,0.167,uncertain,needs_official_evidence,0.1,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
NASDAQ::APAD,APAD,NASDAQ,XNMS,A Paradise Acquisition Corp.,Enhanced Group Inc.,Common Stock,0.167,uncertain,needs_official_evidence,0.1,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
NASDAQ::SBLX,SBLX,NASDAQ,XNMS,"StableX Technologies, Inc.","AYRO, Inc.",Common Stock,0.167,uncertain,needs_official_evidence,0.1,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
NYSE MKT::CITR,CITR,NYSE MKT,XASE,CitroTech Inc.,General Enterprise Ventures Inc.,Common Stock,0.167,uncertain,needs_official_evidence,0.1,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
OTC::HWKRF,HWKRF,OTC,PINX,Hawkmoon Resources Corp,Earthwise Minerals Corp.,Common Stock,0.167,uncertain,needs_official_evidence,0.1,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
OTC::ILXP,ILXP,OTC,PINX,ECOMINAS CORP.,International Luxury Product Inc.,Common Stock,0.167,uncertain,needs_official_evidence,0.1,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
NASDAQ::GIG,GIG,NASDAQ,XNMS,GigCapital7 Corp. Class A Ordinary Share,Hadron Energy Inc.,Common Stock,0.17,uncertain,needs_official_evidence,0.1,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
OTC::RCCMF,RCCMF,OTC,PINX,Nippon Dragon Resources Inc,G.E.T.T. Gold Inc.,Common Stock,0.171,uncertain,needs_official_evidence,0.1,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
NASDAQ::SONM,SONM,NASDAQ,XNCM,"DNA X, Inc.",Sonim Technologies Inc.,Common Stock,0.174,uncertain,needs_official_evidence,0.1,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
NASDAQ::VSTD,VSTD,NASDAQ,XNMS,Vestand Inc.,Yoshiharu Global Co.,Common Stock,0.174,uncertain,needs_official_evidence,0.1,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
OTC::BBBT,BBBT,OTC,PINX,Digital Development Partners Inc,Black Bird Biotech Inc.,Common Stock,0.174,uncertain,needs_official_evidence,0.1,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
OTC::MAJI,MAJI,OTC,PINX,Nextel Medical Corp.,Marijuana Inc.,Common Stock,0.174,uncertain,needs_official_evidence,0.1,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
NASDAQ::YI,YI,NASDAQ,XNMS,111 Inc,"111, Inc. American Depositary Receipt",American Depositary Receipt,0.176,uncertain,needs_official_evidence,0.1,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
OTC::MSOVF,MSOVF,OTC,PSGM,Greatbanks Resources Ltd,GOLDHILLS HLDG LTD.,Common Stock,0.176,uncertain,needs_official_evidence,0.1,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
OTC::ZHDM,ZHDM,OTC,PINX,Ainnova Tech,Zhong Hui Dao Ming Copper Holding Ltd.,Common Stock,0.178,uncertain,needs_official_evidence,0.1,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
OTC::CAAOF,CAAOF,OTC,PINX,Cannabis One Holdings Inc,Indvr Brands Inc.,Common Stock,0.182,uncertain,needs_official_evidence,0.1,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
OTC::CICN,CICN,OTC,PINX,Cicero Inc,SMS Alternatives Inc.,Common Stock,0.182,needs_official_evidence,needs_official_evidence,0.2,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
OTC::DLAD,DLAD,OTC,EXPM,Cabal Communications Corporation,DealerAdvance Inc.,Common Stock,0.182,needs_official_evidence,needs_official_evidence,0.2,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
OTC::WNRC,WNRC,OTC,PINX,Superhero Scramble Inc,Wenr Corporation,Common Stock,0.182,needs_official_evidence,needs_official_evidence,0.2,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
OTC::MLYCF,MLYCF,OTC,PINX,American CuMo Mining Corporation,Multi Metal Development Ltd.,Common Stock,0.186,needs_official_evidence,needs_official_evidence,0.2,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
OTC::BECEF,BECEF,OTC,PINX,BCE Inc,BCE Preferred Stock Series CN,Preferred Stock,0.188,needs_official_evidence,needs_official_evidence,0.2,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
OTC::BRQL,BRQL,OTC,PINX,DYNAMIC AEROSPACE SYSTEMS Corp,Brooqly Inc.,Common Stock,0.188,needs_official_evidence,needs_official_evidence,0.2,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
OTC::CYJBY,CYJBY,OTC,PINX,Hiab Oyj,Cargotec Corporation Unsponsored ADR,American Depositary Receipt,0.188,needs_official_evidence,needs_official_evidence,0.2,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
