field,target_field,listing_key,ticker,exchange,asset_type,name,gap_class,review_needed,confidence_policy,recommended_next_source,source_gate,source_gap_context,classification_context,evidence_gate_context
missing_etf_category,etf_category,BATS::STMX,STMX,BATS,ETF,Leverage Shares 2X Long STM Daily ETF,equity_etf_category_gap,true,Require official fund asset class or deterministic equity-index product evidence.,Official fund asset class or reviewed product profile.,Exact ETF symbol/name and deterministic equity exposure evidence.,listing_key=BATS::STMX;exchange=BATS;ticker=STMX;asset_type=ETF;field=missing_etf_category;target_field=etf_category,gap_class=equity_etf_category_gap;review_needed=true;confidence_policy_present=true;name_present=true,recommended_next_source_present=true;source_gate_present=true;target_field=etf_category;gap_class=equity_etf_category_gap
missing_etf_category,etf_category,BATS::USGX,USGX,BATS,ETF,Corgi U.S. Growth 2x Daily ETF,official_product_taxonomy_unavailable_gap,true,"An official venue/product source validates the ETF row, but the reachable source does not expose a canonical product category; keep blank until a stronger fund taxonomy appears.","Official fund taxonomy, asset-class feed, or reviewed product provider profile.",Keep etf_category blank until an official or reviewed source exposes a canonical mappable category.,listing_key=BATS::USGX;exchange=BATS;ticker=USGX;asset_type=ETF;field=missing_etf_category;target_field=etf_category,gap_class=official_product_taxonomy_unavailable_gap;review_needed=true;confidence_policy_present=true;name_present=true,recommended_next_source_present=true;source_gate_present=true;target_field=etf_category;gap_class=official_product_taxonomy_unavailable_gap
missing_etf_category,etf_category,BATS::USLX,USLX,BATS,ETF,Corgi U.S. Large-Cap 2x Daily ETF,official_product_taxonomy_unavailable_gap,true,"An official venue/product source validates the ETF row, but the reachable source does not expose a canonical product category; keep blank until a stronger fund taxonomy appears.","Official fund taxonomy, asset-class feed, or reviewed product provider profile.",Keep etf_category blank until an official or reviewed source exposes a canonical mappable category.,listing_key=BATS::USLX;exchange=BATS;ticker=USLX;asset_type=ETF;field=missing_etf_category;target_field=etf_category,gap_class=official_product_taxonomy_unavailable_gap;review_needed=true;confidence_policy_present=true;name_present=true,recommended_next_source_present=true;source_gate_present=true;target_field=etf_category;gap_class=official_product_taxonomy_unavailable_gap
missing_etf_category,etf_category,BATS::USMX,USMX,BATS,ETF,Corgi U.S. Mid-Cap 2x Daily ETF,official_product_taxonomy_unavailable_gap,true,"An official venue/product source validates the ETF row, but the reachable source does not expose a canonical product category; keep blank until a stronger fund taxonomy appears.","Official fund taxonomy, asset-class feed, or reviewed product provider profile.",Keep etf_category blank until an official or reviewed source exposes a canonical mappable category.,listing_key=BATS::USMX;exchange=BATS;ticker=USMX;asset_type=ETF;field=missing_etf_category;target_field=etf_category,gap_class=official_product_taxonomy_unavailable_gap;review_needed=true;confidence_policy_present=true;name_present=true,recommended_next_source_present=true;source_gate_present=true;target_field=etf_category;gap_class=official_product_taxonomy_unavailable_gap
missing_etf_category,etf_category,BATS::XVAP,XVAP,BATS,ETF,FT Vest AAPL & Target Income ETF,official_product_taxonomy_unavailable_gap,true,"An official venue/product source validates the ETF row, but the reachable source does not expose a canonical product category; keep blank until a stronger fund taxonomy appears.","Official fund taxonomy, asset-class feed, or reviewed product provider profile.",Keep etf_category blank until an official or reviewed source exposes a canonical mappable category.,listing_key=BATS::XVAP;exchange=BATS;ticker=XVAP;asset_type=ETF;field=missing_etf_category;target_field=etf_category,gap_class=official_product_taxonomy_unavailable_gap;review_needed=true;confidence_policy_present=true;name_present=true,recommended_next_source_present=true;source_gate_present=true;target_field=etf_category;gap_class=official_product_taxonomy_unavailable_gap
missing_etf_category,etf_category,BATS::XVNV,XVNV,BATS,ETF,FT Vest NVDA & Target Income ETF,official_product_taxonomy_unavailable_gap,true,"An official venue/product source validates the ETF row, but the reachable source does not expose a canonical product category; keep blank until a stronger fund taxonomy appears.","Official fund taxonomy, asset-class feed, or reviewed product provider profile.",Keep etf_category blank until an official or reviewed source exposes a canonical mappable category.,listing_key=BATS::XVNV;exchange=BATS;ticker=XVNV;asset_type=ETF;field=missing_etf_category;target_field=etf_category,gap_class=official_product_taxonomy_unavailable_gap;review_needed=true;confidence_policy_present=true;name_present=true,recommended_next_source_present=true;source_gate_present=true;target_field=etf_category;gap_class=official_product_taxonomy_unavailable_gap
missing_etf_category,etf_category,BATS::XVTS,XVTS,BATS,ETF,FT Vest TSLA & Target Income ETF,official_product_taxonomy_unavailable_gap,true,"An official venue/product source validates the ETF row, but the reachable source does not expose a canonical product category; keep blank until a stronger fund taxonomy appears.","Official fund taxonomy, asset-class feed, or reviewed product provider profile.",Keep etf_category blank until an official or reviewed source exposes a canonical mappable category.,listing_key=BATS::XVTS;exchange=BATS;ticker=XVTS;asset_type=ETF;field=missing_etf_category;target_field=etf_category,gap_class=official_product_taxonomy_unavailable_gap;review_needed=true;confidence_policy_present=true;name_present=true,recommended_next_source_present=true;source_gate_present=true;target_field=etf_category;gap_class=official_product_taxonomy_unavailable_gap
missing_etf_category,etf_category,Euronext::OVNI,OVNI,Euronext,ETF,BNP Paribas Easy EUR Overnight,official_product_taxonomy_unavailable_gap,true,"An official venue/product source validates the ETF row, but the reachable source does not expose a canonical product category; keep blank until a stronger fund taxonomy appears.","Official fund taxonomy, asset-class feed, or reviewed product provider profile.",Keep etf_category blank until an official or reviewed source exposes a canonical mappable category.,listing_key=Euronext::OVNI;exchange=Euronext;ticker=OVNI;asset_type=ETF;field=missing_etf_category;target_field=etf_category,gap_class=official_product_taxonomy_unavailable_gap;review_needed=true;confidence_policy_present=true;name_present=true,recommended_next_source_present=true;source_gate_present=true;target_field=etf_category;gap_class=official_product_taxonomy_unavailable_gap
missing_etf_category,etf_category,NASDAQ::CROB,CROB,NASDAQ,ETF,Defiance China Robotics ETF,official_product_taxonomy_unavailable_gap,true,"An official venue/product source validates the ETF row, but the reachable source does not expose a canonical product category; keep blank until a stronger fund taxonomy appears.","Official fund taxonomy, asset-class feed, or reviewed product provider profile.",Keep etf_category blank until an official or reviewed source exposes a canonical mappable category.,listing_key=NASDAQ::CROB;exchange=NASDAQ;ticker=CROB;asset_type=ETF;field=missing_etf_category;target_field=etf_category,gap_class=official_product_taxonomy_unavailable_gap;review_needed=true;confidence_policy_present=true;name_present=true,recommended_next_source_present=true;source_gate_present=true;target_field=etf_category;gap_class=official_product_taxonomy_unavailable_gap
missing_etf_category,etf_category,NASDAQ::TCAN,TCAN,NASDAQ,ETF,21Shares Canton Network ETF,official_product_taxonomy_unavailable_gap,true,"An official venue/product source validates the ETF row, but the reachable source does not expose a canonical product category; keep blank until a stronger fund taxonomy appears.","Official fund taxonomy, asset-class feed, or reviewed product provider profile.",Keep etf_category blank until an official or reviewed source exposes a canonical mappable category.,listing_key=NASDAQ::TCAN;exchange=NASDAQ;ticker=TCAN;asset_type=ETF;field=missing_etf_category;target_field=etf_category,gap_class=official_product_taxonomy_unavailable_gap;review_needed=true;confidence_policy_present=true;name_present=true,recommended_next_source_present=true;source_gate_present=true;target_field=etf_category;gap_class=official_product_taxonomy_unavailable_gap
missing_etf_category,etf_category,NASDAQ::THYP,THYP,NASDAQ,ETF,21Shares Hyperliquid ETF,official_product_taxonomy_unavailable_gap,true,"An official venue/product source validates the ETF row, but the reachable source does not expose a canonical product category; keep blank until a stronger fund taxonomy appears.","Official fund taxonomy, asset-class feed, or reviewed product provider profile.",Keep etf_category blank until an official or reviewed source exposes a canonical mappable category.,listing_key=NASDAQ::THYP;exchange=NASDAQ;ticker=THYP;asset_type=ETF;field=missing_etf_category;target_field=etf_category,gap_class=official_product_taxonomy_unavailable_gap;review_needed=true;confidence_policy_present=true;name_present=true,recommended_next_source_present=true;source_gate_present=true;target_field=etf_category;gap_class=official_product_taxonomy_unavailable_gap
missing_etf_category,etf_category,NASDAQ::XCSH,XCSH,NASDAQ,ETF,XFUNDS 1-3 Month BOX ETF,official_product_taxonomy_unavailable_gap,true,"An official venue/product source validates the ETF row, but the reachable source does not expose a canonical product category; keep blank until a stronger fund taxonomy appears.","Official fund taxonomy, asset-class feed, or reviewed product provider profile.",Keep etf_category blank until an official or reviewed source exposes a canonical mappable category.,listing_key=NASDAQ::XCSH;exchange=NASDAQ;ticker=XCSH;asset_type=ETF;field=missing_etf_category;target_field=etf_category,gap_class=official_product_taxonomy_unavailable_gap;review_needed=true;confidence_policy_present=true;name_present=true,recommended_next_source_present=true;source_gate_present=true;target_field=etf_category;gap_class=official_product_taxonomy_unavailable_gap
missing_etf_category,etf_category,NYSE ARCA::AHBM,AHBM,NYSE ARCA,ETF,Amplify Top 10 Asia Memory ETF,official_product_taxonomy_unavailable_gap,true,"An official venue/product source validates the ETF row, but the reachable source does not expose a canonical product category; keep blank until a stronger fund taxonomy appears.","Official fund taxonomy, asset-class feed, or reviewed product provider profile.",Keep etf_category blank until an official or reviewed source exposes a canonical mappable category.,listing_key=NYSE ARCA::AHBM;exchange=NYSE ARCA;ticker=AHBM;asset_type=ETF;field=missing_etf_category;target_field=etf_category,gap_class=official_product_taxonomy_unavailable_gap;review_needed=true;confidence_policy_present=true;name_present=true,recommended_next_source_present=true;source_gate_present=true;target_field=etf_category;gap_class=official_product_taxonomy_unavailable_gap
missing_etf_category,etf_category,NYSE ARCA::KAIT,KAIT,NYSE ARCA,ETF,KraneShares Asia AI Technology ETF,official_product_taxonomy_unavailable_gap,true,"An official venue/product source validates the ETF row, but the reachable source does not expose a canonical product category; keep blank until a stronger fund taxonomy appears.","Official fund taxonomy, asset-class feed, or reviewed product provider profile.",Keep etf_category blank until an official or reviewed source exposes a canonical mappable category.,listing_key=NYSE ARCA::KAIT;exchange=NYSE ARCA;ticker=KAIT;asset_type=ETF;field=missing_etf_category;target_field=etf_category,gap_class=official_product_taxonomy_unavailable_gap;review_needed=true;confidence_policy_present=true;name_present=true,recommended_next_source_present=true;source_gate_present=true;target_field=etf_category;gap_class=official_product_taxonomy_unavailable_gap
missing_etf_category,etf_category,NYSE ARCA::MSGR,MSGR,NYSE ARCA,ETF,Direxion mRNA ETF,official_product_reference_unmatched_category_gap,true,"An official venue/product source layer exists, but the residual ETF row has no exact official product reference; require alias/current-listing evidence or product taxonomy before filling.","Official product directory, alias review, or reviewed product provider profile.",Require an exact official symbol/alias match before filling or mapping etf_category.,listing_key=NYSE ARCA::MSGR;exchange=NYSE ARCA;ticker=MSGR;asset_type=ETF;field=missing_etf_category;target_field=etf_category,gap_class=official_product_reference_unmatched_category_gap;review_needed=true;confidence_policy_present=true;name_present=true,recommended_next_source_present=true;source_gate_present=true;target_field=etf_category;gap_class=official_product_reference_unmatched_category_gap
missing_etf_category,etf_category,NYSE ARCA::ROBX,ROBX,NYSE ARCA,ETF,Amplify Top 10 Robotics ETF,official_product_taxonomy_unavailable_gap,true,"An official venue/product source validates the ETF row, but the reachable source does not expose a canonical product category; keep blank until a stronger fund taxonomy appears.","Official fund taxonomy, asset-class feed, or reviewed product provider profile.",Keep etf_category blank until an official or reviewed source exposes a canonical mappable category.,listing_key=NYSE ARCA::ROBX;exchange=NYSE ARCA;ticker=ROBX;asset_type=ETF;field=missing_etf_category;target_field=etf_category,gap_class=official_product_taxonomy_unavailable_gap;review_needed=true;confidence_policy_present=true;name_present=true,recommended_next_source_present=true;source_gate_present=true;target_field=etf_category;gap_class=official_product_taxonomy_unavailable_gap
missing_etf_category,etf_category,NYSE ARCA::XQBT,XQBT,NYSE ARCA,ETF,Amplify Top 10 Quantum ETF,official_product_taxonomy_unavailable_gap,true,"An official venue/product source validates the ETF row, but the reachable source does not expose a canonical product category; keep blank until a stronger fund taxonomy appears.","Official fund taxonomy, asset-class feed, or reviewed product provider profile.",Keep etf_category blank until an official or reviewed source exposes a canonical mappable category.,listing_key=NYSE ARCA::XQBT;exchange=NYSE ARCA;ticker=XQBT;asset_type=ETF;field=missing_etf_category;target_field=etf_category,gap_class=official_product_taxonomy_unavailable_gap;review_needed=true;confidence_policy_present=true;name_present=true,recommended_next_source_present=true;source_gate_present=true;target_field=etf_category;gap_class=official_product_taxonomy_unavailable_gap
missing_etf_category,etf_category,NYSE ARCA::XWNG,XWNG,NYSE ARCA,ETF,Amplify Top 10 Space ETF,official_product_taxonomy_unavailable_gap,true,"An official venue/product source validates the ETF row, but the reachable source does not expose a canonical product category; keep blank until a stronger fund taxonomy appears.","Official fund taxonomy, asset-class feed, or reviewed product provider profile.",Keep etf_category blank until an official or reviewed source exposes a canonical mappable category.,listing_key=NYSE ARCA::XWNG;exchange=NYSE ARCA;ticker=XWNG;asset_type=ETF;field=missing_etf_category;target_field=etf_category,gap_class=official_product_taxonomy_unavailable_gap;review_needed=true;confidence_policy_present=true;name_present=true,recommended_next_source_present=true;source_gate_present=true;target_field=etf_category;gap_class=official_product_taxonomy_unavailable_gap
missing_etf_category,etf_category,NYSE ARCA::ZDIS,ZDIS,NYSE ARCA,ETF,Virtus Zevenbergen Discovery Growth ETF,official_product_taxonomy_unavailable_gap,true,"An official venue/product source validates the ETF row, but the reachable source does not expose a canonical product category; keep blank until a stronger fund taxonomy appears.","Official fund taxonomy, asset-class feed, or reviewed product provider profile.",Keep etf_category blank until an official or reviewed source exposes a canonical mappable category.,listing_key=NYSE ARCA::ZDIS;exchange=NYSE ARCA;ticker=ZDIS;asset_type=ETF;field=missing_etf_category;target_field=etf_category,gap_class=official_product_taxonomy_unavailable_gap;review_needed=true;confidence_policy_present=true;name_present=true,recommended_next_source_present=true;source_gate_present=true;target_field=etf_category;gap_class=official_product_taxonomy_unavailable_gap
missing_etf_category,etf_category,NYSE ARCA::ZINN,ZINN,NYSE ARCA,ETF,Virtus Zevenbergen Innovative Growth ETF,official_product_taxonomy_unavailable_gap,true,"An official venue/product source validates the ETF row, but the reachable source does not expose a canonical product category; keep blank until a stronger fund taxonomy appears.","Official fund taxonomy, asset-class feed, or reviewed product provider profile.",Keep etf_category blank until an official or reviewed source exposes a canonical mappable category.,listing_key=NYSE ARCA::ZINN;exchange=NYSE ARCA;ticker=ZINN;asset_type=ETF;field=missing_etf_category;target_field=etf_category,gap_class=official_product_taxonomy_unavailable_gap;review_needed=true;confidence_policy_present=true;name_present=true,recommended_next_source_present=true;source_gate_present=true;target_field=etf_category;gap_class=official_product_taxonomy_unavailable_gap
missing_etf_category,etf_category,WSE::ETFPZUGOLD,ETFPZUGOLD,WSE,ETF,ETFPZUGOLD,official_product_taxonomy_unavailable_gap,true,"An official venue/product source validates the ETF row, but the reachable source does not expose a canonical product category; keep blank until a stronger fund taxonomy appears.","Official fund taxonomy, asset-class feed, or reviewed product provider profile.",Keep etf_category blank until an official or reviewed source exposes a canonical mappable category.,listing_key=WSE::ETFPZUGOLD;exchange=WSE;ticker=ETFPZUGOLD;asset_type=ETF;field=missing_etf_category;target_field=etf_category,gap_class=official_product_taxonomy_unavailable_gap;review_needed=true;confidence_policy_present=true;name_present=true,recommended_next_source_present=true;source_gate_present=true;target_field=etf_category;gap_class=official_product_taxonomy_unavailable_gap
missing_isin_primary,isin,ASX::AC2,AC2,ASX,ETF,ALLIED CREDIT ABS TRUST 2025-1P,debt_or_securitized_identifier_gap,true,"Require official debt/structured-product terms, exchange instrument file, or trustee/prospectus identifier; do not fill from issuer equity ISINs.","Official debt/structured-product masterfile, trustee/prospectus, or reviewed identifier feed.",Exact instrument code/name and ISIN checksum; never issuer-equity propagation.,listing_key=ASX::AC2;exchange=ASX;ticker=AC2;asset_type=ETF;field=missing_isin_primary;target_field=isin,gap_class=debt_or_securitized_identifier_gap;review_needed=true;confidence_policy_present=true;name_present=true,recommended_next_source_present=true;source_gate_present=true;target_field=isin;gap_class=debt_or_securitized_identifier_gap
missing_isin_primary,isin,ASX::AC3,AC3,ASX,ETF,ALLIED CREDIT ABS TRUST 2025-2,debt_or_securitized_identifier_gap,true,"Require official debt/structured-product terms, exchange instrument file, or trustee/prospectus identifier; do not fill from issuer equity ISINs.","Official debt/structured-product masterfile, trustee/prospectus, or reviewed identifier feed.",Exact instrument code/name and ISIN checksum; never issuer-equity propagation.,listing_key=ASX::AC3;exchange=ASX;ticker=AC3;asset_type=ETF;field=missing_isin_primary;target_field=isin,gap_class=debt_or_securitized_identifier_gap;review_needed=true;confidence_policy_present=true;name_present=true,recommended_next_source_present=true;source_gate_present=true;target_field=isin;gap_class=debt_or_securitized_identifier_gap
missing_isin_primary,isin,ASX::AF2,AF2,ASX,ETF,ANGLE ASSET FINANCE - RADIAN TRUST 2025-1,debt_or_securitized_identifier_gap,true,"Require official debt/structured-product terms, exchange instrument file, or trustee/prospectus identifier; do not fill from issuer equity ISINs.","Official debt/structured-product masterfile, trustee/prospectus, or reviewed identifier feed.",Exact instrument code/name and ISIN checksum; never issuer-equity propagation.,listing_key=ASX::AF2;exchange=ASX;ticker=AF2;asset_type=ETF;field=missing_isin_primary;target_field=isin,gap_class=debt_or_securitized_identifier_gap;review_needed=true;confidence_policy_present=true;name_present=true,recommended_next_source_present=true;source_gate_present=true;target_field=isin;gap_class=debt_or_securitized_identifier_gap
missing_isin_primary,isin,ASX::AF4,AF4,ASX,ETF,AFG 2024-1 TRUST IN RESPECT OF SERIES 2024-1,debt_or_securitized_identifier_gap,true,"Require official debt/structured-product terms, exchange instrument file, or trustee/prospectus identifier; do not fill from issuer equity ISINs.","Official debt/structured-product masterfile, trustee/prospectus, or reviewed identifier feed.",Exact instrument code/name and ISIN checksum; never issuer-equity propagation.,listing_key=ASX::AF4;exchange=ASX;ticker=AF4;asset_type=ETF;field=missing_isin_primary;target_field=isin,gap_class=debt_or_securitized_identifier_gap;review_needed=true;confidence_policy_present=true;name_present=true,recommended_next_source_present=true;source_gate_present=true;target_field=isin;gap_class=debt_or_securitized_identifier_gap
missing_isin_primary,isin,ASX::AF5,AF5,ASX,ETF,AFG 2025-1NC TRUST IN RESPECT OF SERIES 2025-1NC,debt_or_securitized_identifier_gap,true,"Require official debt/structured-product terms, exchange instrument file, or trustee/prospectus identifier; do not fill from issuer equity ISINs.","Official debt/structured-product masterfile, trustee/prospectus, or reviewed identifier feed.",Exact instrument code/name and ISIN checksum; never issuer-equity propagation.,listing_key=ASX::AF5;exchange=ASX;ticker=AF5;asset_type=ETF;field=missing_isin_primary;target_field=isin,gap_class=debt_or_securitized_identifier_gap;review_needed=true;confidence_policy_present=true;name_present=true,recommended_next_source_present=true;source_gate_present=true;target_field=isin;gap_class=debt_or_securitized_identifier_gap
missing_isin_primary,isin,ASX::AF6,AF6,ASX,ETF,AFG 2025-1 TRUST IN RESPECT OF SERIES 2025-1,debt_or_securitized_identifier_gap,true,"Require official debt/structured-product terms, exchange instrument file, or trustee/prospectus identifier; do not fill from issuer equity ISINs.","Official debt/structured-product masterfile, trustee/prospectus, or reviewed identifier feed.",Exact instrument code/name and ISIN checksum; never issuer-equity propagation.,listing_key=ASX::AF6;exchange=ASX;ticker=AF6;asset_type=ETF;field=missing_isin_primary;target_field=isin,gap_class=debt_or_securitized_identifier_gap;review_needed=true;confidence_policy_present=true;name_present=true,recommended_next_source_present=true;source_gate_present=true;target_field=isin;gap_class=debt_or_securitized_identifier_gap
missing_isin_primary,isin,ASX::AF7,AF7,ASX,ETF,ANGLE ASSET FINANCE - RADIAN TRUST 2025-2,debt_or_securitized_identifier_gap,true,"Require official debt/structured-product terms, exchange instrument file, or trustee/prospectus identifier; do not fill from issuer equity ISINs.","Official debt/structured-product masterfile, trustee/prospectus, or reviewed identifier feed.",Exact instrument code/name and ISIN checksum; never issuer-equity propagation.,listing_key=ASX::AF7;exchange=ASX;ticker=AF7;asset_type=ETF;field=missing_isin_primary;target_field=isin,gap_class=debt_or_securitized_identifier_gap;review_needed=true;confidence_policy_present=true;name_present=true,recommended_next_source_present=true;source_gate_present=true;target_field=isin;gap_class=debt_or_securitized_identifier_gap
missing_isin_primary,isin,ASX::AO2,AO2,ASX,ETF,APOLLO SERIES 2017-2 TRUST,debt_or_securitized_identifier_gap,true,"Require official debt/structured-product terms, exchange instrument file, or trustee/prospectus identifier; do not fill from issuer equity ISINs.","Official debt/structured-product masterfile, trustee/prospectus, or reviewed identifier feed.",Exact instrument code/name and ISIN checksum; never issuer-equity propagation.,listing_key=ASX::AO2;exchange=ASX;ticker=AO2;asset_type=ETF;field=missing_isin_primary;target_field=isin,gap_class=debt_or_securitized_identifier_gap;review_needed=true;confidence_policy_present=true;name_present=true,recommended_next_source_present=true;source_gate_present=true;target_field=isin;gap_class=debt_or_securitized_identifier_gap
missing_isin_primary,isin,ASX::AO3,AO3,ASX,ETF,APOLLO SERIES 2018-1 TRUST,debt_or_securitized_identifier_gap,true,"Require official debt/structured-product terms, exchange instrument file, or trustee/prospectus identifier; do not fill from issuer equity ISINs.","Official debt/structured-product masterfile, trustee/prospectus, or reviewed identifier feed.",Exact instrument code/name and ISIN checksum; never issuer-equity propagation.,listing_key=ASX::AO3;exchange=ASX;ticker=AO3;asset_type=ETF;field=missing_isin_primary;target_field=isin,gap_class=debt_or_securitized_identifier_gap;review_needed=true;confidence_policy_present=true;name_present=true,recommended_next_source_present=true;source_gate_present=true;target_field=isin;gap_class=debt_or_securitized_identifier_gap
