source_key,exchange,ticker,asset_type,listing_status,isin,cfi,cfi_prefix,cfi_review_decision,guard_decision,leakage_class,evidence_source,source_gate,recommended_action
ngm_market_data_equities,STO,IMHO-B,Stock,active,SE0017830789,ESVUFR,ES,accepted_common_stock_cfi_evidence,accepted_or_not_applicable,,cfi,"Official CFI evidence is a review gate only; it never fills identifiers, names, sectors, categories, or listings without exact listing identity, checksum, and no-collision gates.",keep_as_review_evidence
ngm_market_data_equities,STO,KVIX,Stock,active,SE0016610083,ESVUFR,ES,accepted_common_stock_cfi_evidence,accepted_or_not_applicable,,cfi,"Official CFI evidence is a review gate only; it never fills identifiers, names, sectors, categories, or listings without exact listing identity, checksum, and no-collision gates.",keep_as_review_evidence
ngm_market_data_equities,STO,LUMITO,Stock,active,SE0027620956,ESVUFR,ES,accepted_common_stock_cfi_evidence,accepted_or_not_applicable,,cfi,"Official CFI evidence is a review gate only; it never fills identifiers, names, sectors, categories, or listings without exact listing identity, checksum, and no-collision gates.",keep_as_review_evidence
ngm_market_data_equities,STO,MAHVIE,Stock,active,SE0018768210,ESVUFR,ES,accepted_common_stock_cfi_evidence,accepted_or_not_applicable,,cfi,"Official CFI evidence is a review gate only; it never fills identifiers, names, sectors, categories, or listings without exact listing identity, checksum, and no-collision gates.",keep_as_review_evidence
ngm_market_data_equities,STO,NODE,Stock,active,SE0020846392,ESVUFR,ES,accepted_common_stock_cfi_evidence,accepted_or_not_applicable,,cfi,"Official CFI evidence is a review gate only; it never fills identifiers, names, sectors, categories, or listings without exact listing identity, checksum, and no-collision gates.",keep_as_review_evidence
ngm_market_data_equities,STO,NORDIG,Stock,active,SE0013486255,ESVUFR,ES,accepted_common_stock_cfi_evidence,accepted_or_not_applicable,,cfi,"Official CFI evidence is a review gate only; it never fills identifiers, names, sectors, categories, or listings without exact listing identity, checksum, and no-collision gates.",keep_as_review_evidence
ngm_market_data_equities,STO,OBDU-B,Stock,active,SE0000514705,ESVUFR,ES,accepted_common_stock_cfi_evidence,accepted_or_not_applicable,,cfi,"Official CFI evidence is a review gate only; it never fills identifiers, names, sectors, categories, or listings without exact listing identity, checksum, and no-collision gates.",keep_as_review_evidence
ngm_market_data_equities,STO,PIXEL,Stock,active,SE0013409273,ESVUFR,ES,accepted_common_stock_cfi_evidence,accepted_or_not_applicable,,cfi,"Official CFI evidence is a review gate only; it never fills identifiers, names, sectors, categories, or listings without exact listing identity, checksum, and no-collision gates.",keep_as_review_evidence
ngm_market_data_equities,STO,POLYMER,Stock,active,SE0015244470,ESVUFR,ES,accepted_common_stock_cfi_evidence,accepted_or_not_applicable,,cfi,"Official CFI evidence is a review gate only; it never fills identifiers, names, sectors, categories, or listings without exact listing identity, checksum, and no-collision gates.",keep_as_review_evidence
ngm_market_data_equities,STO,RENT,Stock,active,SE0004548451,ESVUFR,ES,accepted_common_stock_cfi_evidence,accepted_or_not_applicable,,cfi,"Official CFI evidence is a review gate only; it never fills identifiers, names, sectors, categories, or listings without exact listing identity, checksum, and no-collision gates.",keep_as_review_evidence
ngm_market_data_equities,STO,RMDX,Stock,active,SE0011451921,ESVUFR,ES,accepted_common_stock_cfi_evidence,accepted_or_not_applicable,,cfi,"Official CFI evidence is a review gate only; it never fills identifiers, names, sectors, categories, or listings without exact listing identity, checksum, and no-collision gates.",keep_as_review_evidence
ngm_market_data_equities,STO,SENS,Stock,active,SE0011643980,ESVUFR,ES,accepted_common_stock_cfi_evidence,accepted_or_not_applicable,,cfi,"Official CFI evidence is a review gate only; it never fills identifiers, names, sectors, categories, or listings without exact listing identity, checksum, and no-collision gates.",keep_as_review_evidence
ngm_market_data_equities,STO,SOSI,Stock,active,SE0001057910,ESVUFR,ES,accepted_common_stock_cfi_evidence,accepted_or_not_applicable,,cfi,"Official CFI evidence is a review gate only; it never fills identifiers, names, sectors, categories, or listings without exact listing identity, checksum, and no-collision gates.",keep_as_review_evidence
ngm_market_data_equities,STO,SPLTN,Stock,active,SE0013382546,ESVUFR,ES,accepted_common_stock_cfi_evidence,accepted_or_not_applicable,,cfi,"Official CFI evidence is a review gate only; it never fills identifiers, names, sectors, categories, or listings without exact listing identity, checksum, and no-collision gates.",keep_as_review_evidence
ngm_market_data_equities,STO,SYNEXO,Stock,active,SE0000619371,ESVUFR,ES,accepted_common_stock_cfi_evidence,accepted_or_not_applicable,,cfi,"Official CFI evidence is a review gate only; it never fills identifiers, names, sectors, categories, or listings without exact listing identity, checksum, and no-collision gates.",keep_as_review_evidence
ngm_market_data_equities,STO,TRML,Stock,active,SE0011528082,ESVUFR,ES,accepted_common_stock_cfi_evidence,accepted_or_not_applicable,,cfi,"Official CFI evidence is a review gate only; it never fills identifiers, names, sectors, categories, or listings without exact listing identity, checksum, and no-collision gates.",keep_as_review_evidence
ngm_market_data_equities,STO,VALUNO,Stock,active,SE0010662585,ESVUFR,ES,accepted_common_stock_cfi_evidence,accepted_or_not_applicable,,cfi,"Official CFI evidence is a review gate only; it never fills identifiers, names, sectors, categories, or listings without exact listing identity, checksum, and no-collision gates.",keep_as_review_evidence
ngm_market_data_equities,STO,WONDR,Stock,active,SE0020540110,ESVUFR,ES,accepted_common_stock_cfi_evidence,accepted_or_not_applicable,,cfi,"Official CFI evidence is a review gate only; it never fills identifiers, names, sectors, categories, or listings without exact listing identity, checksum, and no-collision gates.",keep_as_review_evidence
