source_key,provider,reference_scope,mode,rows,generated_at,age_hours,freshness_status,refresh_priority,refresh_queue,recommended_refresh_action,recommended_next_source,source_gate,review_strategy,evidence_required,freshness_review_context,refresh_gate_context
boursa_kuwait_stocks,Boursa Kuwait,exchange_directory,network,140,2026-05-25T12:25:59Z,182.97,old,P1,refresh_official_exchange_directory_before_identity_or_collision_work,refresh_official_exchange_directory_before_identity_or_collision_work,Refresh the official exchange-directory source for scope exchange_directory using mode network.,"Do not perform identity, collision, or listing-add work until the official exchange directory is freshly regenerated.",refresh_official_exchange_directory_before_identity_or_collision_work,official_exchange_directory_refresh_artifact_with_generated_at_and_row_count,generated_at=2026-05-25T12:25:59Z;age_bucket=age_168_336h;freshness_status=old;refresh_priority=P1,refresh_queue=refresh_official_exchange_directory_before_identity_or_collision_work;recommended_refresh_action=refresh_official_exchange_directory_before_identity_or_collision_work;review_strategy=refresh_official_exchange_directory_before_identity_or_collision_work;evidence_required=official_exchange_directory_refresh_artifact_with_generated_at_and_row_count
muscat_securities_companies,MSX,exchange_directory,network,108,2026-05-25T12:27:25Z,182.95,old,P1,refresh_official_exchange_directory_before_identity_or_collision_work,refresh_official_exchange_directory_before_identity_or_collision_work,Refresh the official exchange-directory source for scope exchange_directory using mode network.,"Do not perform identity, collision, or listing-add work until the official exchange directory is freshly regenerated.",refresh_official_exchange_directory_before_identity_or_collision_work,official_exchange_directory_refresh_artifact_with_generated_at_and_row_count,generated_at=2026-05-25T12:27:25Z;age_bucket=age_168_336h;freshness_status=old;refresh_priority=P1,refresh_queue=refresh_official_exchange_directory_before_identity_or_collision_work;recommended_refresh_action=refresh_official_exchange_directory_before_identity_or_collision_work;review_strategy=refresh_official_exchange_directory_before_identity_or_collision_work;evidence_required=official_exchange_directory_refresh_artifact_with_generated_at_and_row_count
nzx_instruments,NZX,exchange_directory,network,173,2026-05-25T12:29:41Z,182.91,old,P1,refresh_official_exchange_directory_before_identity_or_collision_work,refresh_official_exchange_directory_before_identity_or_collision_work,Refresh the official exchange-directory source for scope exchange_directory using mode network.,"Do not perform identity, collision, or listing-add work until the official exchange directory is freshly regenerated.",refresh_official_exchange_directory_before_identity_or_collision_work,official_exchange_directory_refresh_artifact_with_generated_at_and_row_count,generated_at=2026-05-25T12:29:41Z;age_bucket=age_168_336h;freshness_status=old;refresh_priority=P1,refresh_queue=refresh_official_exchange_directory_before_identity_or_collision_work;recommended_refresh_action=refresh_official_exchange_directory_before_identity_or_collision_work;review_strategy=refresh_official_exchange_directory_before_identity_or_collision_work;evidence_required=official_exchange_directory_refresh_artifact_with_generated_at_and_row_count
bolsa_santiago_instruments,Bolsa de Santiago,exchange_directory,network,111,2026-05-25T12:32:07Z,182.87,old,P1,refresh_official_exchange_directory_before_identity_or_collision_work,refresh_official_exchange_directory_before_identity_or_collision_work,Refresh the official exchange-directory source for scope exchange_directory using mode network.,"Do not perform identity, collision, or listing-add work until the official exchange directory is freshly regenerated.",refresh_official_exchange_directory_before_identity_or_collision_work,official_exchange_directory_refresh_artifact_with_generated_at_and_row_count,generated_at=2026-05-25T12:32:07Z;age_bucket=age_168_336h;freshness_status=old;refresh_priority=P1,refresh_queue=refresh_official_exchange_directory_before_identity_or_collision_work;recommended_refresh_action=refresh_official_exchange_directory_before_identity_or_collision_work;review_strategy=refresh_official_exchange_directory_before_identity_or_collision_work;evidence_required=official_exchange_directory_refresh_artifact_with_generated_at_and_row_count
bvb_shares_directory,BVB,exchange_directory,network,348,2026-05-25T12:35:04Z,182.82,old,P1,refresh_official_exchange_directory_before_identity_or_collision_work,refresh_official_exchange_directory_before_identity_or_collision_work,Refresh the official exchange-directory source for scope exchange_directory using mode network.,"Do not perform identity, collision, or listing-add work until the official exchange directory is freshly regenerated.",refresh_official_exchange_directory_before_identity_or_collision_work,official_exchange_directory_refresh_artifact_with_generated_at_and_row_count,generated_at=2026-05-25T12:35:04Z;age_bucket=age_168_336h;freshness_status=old;refresh_priority=P1,refresh_queue=refresh_official_exchange_directory_before_identity_or_collision_work;recommended_refresh_action=refresh_official_exchange_directory_before_identity_or_collision_work;review_strategy=refresh_official_exchange_directory_before_identity_or_collision_work;evidence_required=official_exchange_directory_refresh_artifact_with_generated_at_and_row_count
cse_lk_all_security_code,CSE Sri Lanka,exchange_directory,network,307,2026-05-25T12:37:38Z,182.78,old,P1,refresh_official_exchange_directory_before_identity_or_collision_work,refresh_official_exchange_directory_before_identity_or_collision_work,Refresh the official exchange-directory source for scope exchange_directory using mode network.,"Do not perform identity, collision, or listing-add work until the official exchange directory is freshly regenerated.",refresh_official_exchange_directory_before_identity_or_collision_work,official_exchange_directory_refresh_artifact_with_generated_at_and_row_count,generated_at=2026-05-25T12:37:38Z;age_bucket=age_168_336h;freshness_status=old;refresh_priority=P1,refresh_queue=refresh_official_exchange_directory_before_identity_or_collision_work;recommended_refresh_action=refresh_official_exchange_directory_before_identity_or_collision_work;review_strategy=refresh_official_exchange_directory_before_identity_or_collision_work;evidence_required=official_exchange_directory_refresh_artifact_with_generated_at_and_row_count
cse_lk_company_info_summary,CSE Sri Lanka,exchange_directory,network,315,2026-05-25T12:37:48Z,182.77,old,P1,refresh_official_exchange_directory_before_identity_or_collision_work,refresh_official_exchange_directory_before_identity_or_collision_work,Refresh the official exchange-directory source for scope exchange_directory using mode network.,"Do not perform identity, collision, or listing-add work until the official exchange directory is freshly regenerated.",refresh_official_exchange_directory_before_identity_or_collision_work,official_exchange_directory_refresh_artifact_with_generated_at_and_row_count,generated_at=2026-05-25T12:37:48Z;age_bucket=age_168_336h;freshness_status=old;refresh_priority=P1,refresh_queue=refresh_official_exchange_directory_before_identity_or_collision_work;recommended_refresh_action=refresh_official_exchange_directory_before_identity_or_collision_work;review_strategy=refresh_official_exchange_directory_before_identity_or_collision_work;evidence_required=official_exchange_directory_refresh_artifact_with_generated_at_and_row_count
tadawul_main_market_watch,Saudi Exchange,exchange_directory,network,412,2026-05-25T12:47:25Z,182.61,old,P1,refresh_official_exchange_directory_before_identity_or_collision_work,refresh_official_exchange_directory_before_identity_or_collision_work,Refresh the official exchange-directory source for scope exchange_directory using mode network.,"Do not perform identity, collision, or listing-add work until the official exchange directory is freshly regenerated.",refresh_official_exchange_directory_before_identity_or_collision_work,official_exchange_directory_refresh_artifact_with_generated_at_and_row_count,generated_at=2026-05-25T12:47:25Z;age_bucket=age_168_336h;freshness_status=old;refresh_priority=P1,refresh_queue=refresh_official_exchange_directory_before_identity_or_collision_work;recommended_refresh_action=refresh_official_exchange_directory_before_identity_or_collision_work;review_strategy=refresh_official_exchange_directory_before_identity_or_collision_work;evidence_required=official_exchange_directory_refresh_artifact_with_generated_at_and_row_count
bist_kap_mkk_listed_securities,KAP/MKK,exchange_directory,network,637,2026-05-25T12:50:40Z,182.56,old,P1,refresh_official_exchange_directory_before_identity_or_collision_work,refresh_official_exchange_directory_before_identity_or_collision_work,Refresh the official exchange-directory source for scope exchange_directory using mode network.,"Do not perform identity, collision, or listing-add work until the official exchange directory is freshly regenerated.",refresh_official_exchange_directory_before_identity_or_collision_work,official_exchange_directory_refresh_artifact_with_generated_at_and_row_count,generated_at=2026-05-25T12:50:40Z;age_bucket=age_168_336h;freshness_status=old;refresh_priority=P1,refresh_queue=refresh_official_exchange_directory_before_identity_or_collision_work;recommended_refresh_action=refresh_official_exchange_directory_before_identity_or_collision_work;review_strategy=refresh_official_exchange_directory_before_identity_or_collision_work;evidence_required=official_exchange_directory_refresh_artifact_with_generated_at_and_row_count
sgx_securities_prices,SGX,exchange_directory,network,738,2026-05-25T12:53:14Z,182.52,old,P1,refresh_official_exchange_directory_before_identity_or_collision_work,refresh_official_exchange_directory_before_identity_or_collision_work,Refresh the official exchange-directory source for scope exchange_directory using mode network.,"Do not perform identity, collision, or listing-add work until the official exchange directory is freshly regenerated.",refresh_official_exchange_directory_before_identity_or_collision_work,official_exchange_directory_refresh_artifact_with_generated_at_and_row_count,generated_at=2026-05-25T12:53:14Z;age_bucket=age_168_336h;freshness_status=old;refresh_priority=P1,refresh_queue=refresh_official_exchange_directory_before_identity_or_collision_work;recommended_refresh_action=refresh_official_exchange_directory_before_identity_or_collision_work;review_strategy=refresh_official_exchange_directory_before_identity_or_collision_work;evidence_required=official_exchange_directory_refresh_artifact_with_generated_at_and_row_count
upcom_registered_securities,HNX,exchange_directory,network,830,2026-05-25T13:30:27Z,181.9,old,P1,refresh_official_exchange_directory_before_identity_or_collision_work,refresh_official_exchange_directory_before_identity_or_collision_work,Refresh the official exchange-directory source for scope exchange_directory using mode network.,"Do not perform identity, collision, or listing-add work until the official exchange directory is freshly regenerated.",refresh_official_exchange_directory_before_identity_or_collision_work,official_exchange_directory_refresh_artifact_with_generated_at_and_row_count,generated_at=2026-05-25T13:30:27Z;age_bucket=age_168_336h;freshness_status=old;refresh_priority=P1,refresh_queue=refresh_official_exchange_directory_before_identity_or_collision_work;recommended_refresh_action=refresh_official_exchange_directory_before_identity_or_collision_work;review_strategy=refresh_official_exchange_directory_before_identity_or_collision_work;evidence_required=official_exchange_directory_refresh_artifact_with_generated_at_and_row_count
bse_india_scrips,BSE India,exchange_directory,network,5019,2026-05-25T13:33:23Z,181.85,old,P1,refresh_official_exchange_directory_before_identity_or_collision_work,refresh_official_exchange_directory_before_identity_or_collision_work,Refresh the official exchange-directory source for scope exchange_directory using mode network.,"Do not perform identity, collision, or listing-add work until the official exchange directory is freshly regenerated.",refresh_official_exchange_directory_before_identity_or_collision_work,official_exchange_directory_refresh_artifact_with_generated_at_and_row_count,generated_at=2026-05-25T13:33:23Z;age_bucket=age_168_336h;freshness_status=old;refresh_priority=P1,refresh_queue=refresh_official_exchange_directory_before_identity_or_collision_work;recommended_refresh_action=refresh_official_exchange_directory_before_identity_or_collision_work;review_strategy=refresh_official_exchange_directory_before_identity_or_collision_work;evidence_required=official_exchange_directory_refresh_artifact_with_generated_at_and_row_count
hkex_securities_list,HKEX,exchange_directory,network,3154,2026-05-25T13:36:00Z,181.8,old,P1,refresh_official_exchange_directory_before_identity_or_collision_work,refresh_official_exchange_directory_before_identity_or_collision_work,Refresh the official exchange-directory source for scope exchange_directory using mode network.,"Do not perform identity, collision, or listing-add work until the official exchange directory is freshly regenerated.",refresh_official_exchange_directory_before_identity_or_collision_work,official_exchange_directory_refresh_artifact_with_generated_at_and_row_count,generated_at=2026-05-25T13:36:00Z;age_bucket=age_168_336h;freshness_status=old;refresh_priority=P1,refresh_queue=refresh_official_exchange_directory_before_identity_or_collision_work;recommended_refresh_action=refresh_official_exchange_directory_before_identity_or_collision_work;review_strategy=refresh_official_exchange_directory_before_identity_or_collision_work;evidence_required=official_exchange_directory_refresh_artifact_with_generated_at_and_row_count
nse_india_securities_available,NSE India,exchange_directory,network,3016,2026-05-25T13:40:05Z,181.74,old,P1,refresh_official_exchange_directory_before_identity_or_collision_work,refresh_official_exchange_directory_before_identity_or_collision_work,Refresh the official exchange-directory source for scope exchange_directory using mode network.,"Do not perform identity, collision, or listing-add work until the official exchange directory is freshly regenerated.",refresh_official_exchange_directory_before_identity_or_collision_work,official_exchange_directory_refresh_artifact_with_generated_at_and_row_count,generated_at=2026-05-25T13:40:05Z;age_bucket=age_168_336h;freshness_status=old;refresh_priority=P1,refresh_queue=refresh_official_exchange_directory_before_identity_or_collision_work;recommended_refresh_action=refresh_official_exchange_directory_before_identity_or_collision_work;review_strategy=refresh_official_exchange_directory_before_identity_or_collision_work;evidence_required=official_exchange_directory_refresh_artifact_with_generated_at_and_row_count
lse_price_explorer,LSE,exchange_directory,network,11013,2026-05-25T13:43:01Z,181.69,old,P1,refresh_official_exchange_directory_before_identity_or_collision_work,refresh_official_exchange_directory_before_identity_or_collision_work,Refresh the official exchange-directory source for scope exchange_directory using mode network.,"Do not perform identity, collision, or listing-add work until the official exchange directory is freshly regenerated.",refresh_official_exchange_directory_before_identity_or_collision_work,official_exchange_directory_refresh_artifact_with_generated_at_and_row_count,generated_at=2026-05-25T13:43:01Z;age_bucket=age_168_336h;freshness_status=old;refresh_priority=P1,refresh_queue=refresh_official_exchange_directory_before_identity_or_collision_work;recommended_refresh_action=refresh_official_exchange_directory_before_identity_or_collision_work;review_strategy=refresh_official_exchange_directory_before_identity_or_collision_work;evidence_required=official_exchange_directory_refresh_artifact_with_generated_at_and_row_count
lse_company_reports,LSE,listed_companies_subset,cache,12707,2026-05-16T15:58:33Z,395.43,old,P2,refresh_official_subset_before_gap_enrichment,refresh_official_subset_before_gap_enrichment,Refresh the official subset source for scope listed_companies_subset before identifier or metadata gap work.,"Do not fill identifiers, sectors, or categories from stale subset data until a fresh scoped artifact exists.",refresh_official_subset_before_gap_enrichment,official_subset_refresh_artifact_with_generated_at_scope_and_row_count,generated_at=2026-05-16T15:58:33Z;age_bucket=age_over_336h;freshness_status=old;refresh_priority=P2,refresh_queue=refresh_official_subset_before_gap_enrichment;recommended_refresh_action=refresh_official_subset_before_gap_enrichment;review_strategy=refresh_official_subset_before_gap_enrichment;evidence_required=official_subset_refresh_artifact_with_generated_at_scope_and_row_count
lse_instrument_directory,LSE,security_lookup_subset,cache,64,2026-05-16T15:58:37Z,395.43,old,P2,refresh_official_subset_before_gap_enrichment,refresh_official_subset_before_gap_enrichment,Refresh the official subset source for scope security_lookup_subset before identifier or metadata gap work.,"Do not fill identifiers, sectors, or categories from stale subset data until a fresh scoped artifact exists.",refresh_official_subset_before_gap_enrichment,official_subset_refresh_artifact_with_generated_at_scope_and_row_count,generated_at=2026-05-16T15:58:37Z;age_bucket=age_over_336h;freshness_status=old;refresh_priority=P2,refresh_queue=refresh_official_subset_before_gap_enrichment;recommended_refresh_action=refresh_official_subset_before_gap_enrichment;review_strategy=refresh_official_subset_before_gap_enrichment;evidence_required=official_subset_refresh_artifact_with_generated_at_scope_and_row_count
lse_instrument_search,LSE,security_lookup_subset,network,0,2026-05-16T15:58:34Z,395.43,old,P2,refresh_official_subset_before_gap_enrichment,refresh_official_subset_before_gap_enrichment,Refresh the official subset source for scope security_lookup_subset before identifier or metadata gap work.,"Do not fill identifiers, sectors, or categories from stale subset data until a fresh scoped artifact exists.",refresh_official_subset_before_gap_enrichment,official_subset_refresh_artifact_with_generated_at_scope_and_row_count,generated_at=2026-05-16T15:58:34Z;age_bucket=age_over_336h;freshness_status=old;refresh_priority=P2,refresh_queue=refresh_official_subset_before_gap_enrichment;recommended_refresh_action=refresh_official_subset_before_gap_enrichment;review_strategy=refresh_official_subset_before_gap_enrichment;evidence_required=official_subset_refresh_artifact_with_generated_at_scope_and_row_count
deutsche_boerse_listed_companies,Deutsche Boerse,listed_companies_subset,network,472,2026-05-16T15:59:20Z,395.42,old,P2,refresh_official_subset_before_gap_enrichment,refresh_official_subset_before_gap_enrichment,Refresh the official subset source for scope listed_companies_subset before identifier or metadata gap work.,"Do not fill identifiers, sectors, or categories from stale subset data until a fresh scoped artifact exists.",refresh_official_subset_before_gap_enrichment,official_subset_refresh_artifact_with_generated_at_scope_and_row_count,generated_at=2026-05-16T15:59:20Z;age_bucket=age_over_336h;freshness_status=old;refresh_priority=P2,refresh_queue=refresh_official_subset_before_gap_enrichment;recommended_refresh_action=refresh_official_subset_before_gap_enrichment;review_strategy=refresh_official_subset_before_gap_enrichment;evidence_required=official_subset_refresh_artifact_with_generated_at_scope_and_row_count
euronext_etfs,Euronext,listed_companies_subset,network,3535,2026-05-16T15:59:14Z,395.42,old,P2,refresh_official_subset_before_gap_enrichment,refresh_official_subset_before_gap_enrichment,Refresh the official subset source for scope listed_companies_subset before identifier or metadata gap work.,"Do not fill identifiers, sectors, or categories from stale subset data until a fresh scoped artifact exists.",refresh_official_subset_before_gap_enrichment,official_subset_refresh_artifact_with_generated_at_scope_and_row_count,generated_at=2026-05-16T15:59:14Z;age_bucket=age_over_336h;freshness_status=old;refresh_priority=P2,refresh_queue=refresh_official_subset_before_gap_enrichment;recommended_refresh_action=refresh_official_subset_before_gap_enrichment;review_strategy=refresh_official_subset_before_gap_enrichment;evidence_required=official_subset_refresh_artifact_with_generated_at_scope_and_row_count
jpx_tse_stock_detail,JPX,security_identifier_registry_subset,network,3205,2026-05-16T15:59:17Z,395.42,old,P2,refresh_official_subset_before_gap_enrichment,refresh_official_subset_before_gap_enrichment,Refresh the official subset source for scope security_identifier_registry_subset before identifier or metadata gap work.,"Do not fill identifiers, sectors, or categories from stale subset data until a fresh scoped artifact exists.",refresh_official_subset_before_gap_enrichment,official_subset_refresh_artifact_with_generated_at_scope_and_row_count,generated_at=2026-05-16T15:59:17Z;age_bucket=age_over_336h;freshness_status=old;refresh_priority=P2,refresh_queue=refresh_official_subset_before_gap_enrichment;recommended_refresh_action=refresh_official_subset_before_gap_enrichment;review_strategy=refresh_official_subset_before_gap_enrichment;evidence_required=official_subset_refresh_artifact_with_generated_at_scope_and_row_count
set_dr_search,SET,listed_companies_subset,network,378,2026-05-16T15:59:02Z,395.42,old,P2,refresh_official_subset_before_gap_enrichment,refresh_official_subset_before_gap_enrichment,Refresh the official subset source for scope listed_companies_subset before identifier or metadata gap work.,"Do not fill identifiers, sectors, or categories from stale subset data until a fresh scoped artifact exists.",refresh_official_subset_before_gap_enrichment,official_subset_refresh_artifact_with_generated_at_scope_and_row_count,generated_at=2026-05-16T15:59:02Z;age_bucket=age_over_336h;freshness_status=old;refresh_priority=P2,refresh_queue=refresh_official_subset_before_gap_enrichment;recommended_refresh_action=refresh_official_subset_before_gap_enrichment;review_strategy=refresh_official_subset_before_gap_enrichment;evidence_required=official_subset_refresh_artifact_with_generated_at_scope_and_row_count
set_etf_search,SET,listed_companies_subset,network,13,2026-05-16T15:59:00Z,395.42,old,P2,refresh_official_subset_before_gap_enrichment,refresh_official_subset_before_gap_enrichment,Refresh the official subset source for scope listed_companies_subset before identifier or metadata gap work.,"Do not fill identifiers, sectors, or categories from stale subset data until a fresh scoped artifact exists.",refresh_official_subset_before_gap_enrichment,official_subset_refresh_artifact_with_generated_at_scope_and_row_count,generated_at=2026-05-16T15:59:00Z;age_bucket=age_over_336h;freshness_status=old;refresh_priority=P2,refresh_queue=refresh_official_subset_before_gap_enrichment;recommended_refresh_action=refresh_official_subset_before_gap_enrichment;review_strategy=refresh_official_subset_before_gap_enrichment;evidence_required=official_subset_refresh_artifact_with_generated_at_scope_and_row_count
set_listed_companies,SET,listed_companies_subset,network,932,2026-05-16T15:58:47Z,395.42,old,P2,refresh_official_subset_before_gap_enrichment,refresh_official_subset_before_gap_enrichment,Refresh the official subset source for scope listed_companies_subset before identifier or metadata gap work.,"Do not fill identifiers, sectors, or categories from stale subset data until a fresh scoped artifact exists.",refresh_official_subset_before_gap_enrichment,official_subset_refresh_artifact_with_generated_at_scope_and_row_count,generated_at=2026-05-16T15:58:47Z;age_bucket=age_over_336h;freshness_status=old;refresh_priority=P2,refresh_queue=refresh_official_subset_before_gap_enrichment;recommended_refresh_action=refresh_official_subset_before_gap_enrichment;review_strategy=refresh_official_subset_before_gap_enrichment;evidence_required=official_subset_refresh_artifact_with_generated_at_scope_and_row_count
