listing_key,ticker,exchange,mic_code,local_name,twelvedata_name,twelvedata_type,name_score,deepseek_decision_candidate,deepseek_safe_action,deepseek_confidence,provider_queue,validation_status,evidence_required,review_batch
HKEX::01833,01833,HKEX,XHKG,PA GOODDOCTOR,Ping An Healthcare and Technology Company Limited,Common Stock,0.074,needs_official_evidence,needs_official_evidence,0.0,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
LSE::0N9V,0N9V,LSE,XLON,Esso Societe Anonyme Francaise SA,North Atlantic Energies,Common Stock,0.075,needs_official_evidence,needs_official_evidence,0.0,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
TSE::7686,7686,TSE,XJPX,"HitoMile Co.,Ltd.","Kakuyasu Group Co., Ltd.",Common Stock,0.091,needs_official_evidence,needs_official_evidence,0.0,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
TSE::4594,4594,TSE,XJPX,"BrightPath Biotherapeutics Co.,Ltd.",California Municipal Finance Authority,Common Stock,0.094,needs_official_evidence,needs_official_evidence,0.0,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
HKEX::08250,08250,HKEX,XHKG,DU DU HLDGS,Silk Road Energy Services Group Limited,Common Stock,0.095,needs_official_evidence,needs_official_evidence,0.0,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
TSE::2334,2334,TSE,XJPX,eole Inc.,Federal National Mortgage Association (FNCL) Floating Rate Note 1995 Series,Common Stock,0.104,needs_official_evidence,needs_official_evidence,0.0,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
LSE::TAB,TAB,LSE,XLON,Becket Invest Plc,Miotal PLC,Common Stock,0.105,needs_official_evidence,needs_official_evidence,0.0,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
TSE::8887,8887,TSE,XJPX,"SYLA Holdings Co.,Ltd.",Cumica Corp,Common Stock,0.105,needs_official_evidence,needs_official_evidence,0.0,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
HKEX::01599,01599,HKEX,XHKG,UCD,"Beijing Urban Construction Investment & Development Co., Ltd.",Common Stock,0.107,needs_official_evidence,needs_official_evidence,0.0,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
HKEX::02051,02051,HKEX,XHKG,VALA,51 Credit Card Inc.,Common Stock,0.111,needs_official_evidence,needs_official_evidence,0.0,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
LSE::0IL8,0IL8,LSE,XLON,Kyntra Bio,"FibroGen, Inc.",Common Stock,0.111,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
HKEX::01355,01355,HKEX,XHKG,Biosysen Limited,"Legend Strategy International Holdings Group Co., Ltd.",Common Stock,0.115,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
LSE::0QIQ,0QIQ,LSE,XLON,Fila SpA,F.I.L.A. - Fabbrica Italiana Lapis ed Affini S.p.A.,Common Stock,0.118,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
BSE_IN::LKPFIN,LKPFIN,BSE_IN,XBOM,LKP Finance Ltd,Gyftr Limited,Common Stock,0.125,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
HKEX::01115,01115,HKEX,XHKG,5100 XIZANG,Tibet Water Resources Ltd.,Common Stock,0.125,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
HKEX::01168,01168,HKEX,XHKG,Z FIN,Sinolink Worldwide Holdings Ltd.,Common Stock,0.125,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
B3::WIZC3,WIZC3,B3,BVMF,WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.,Wiz Co.,Common Stock,0.128,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
LSE::ALBA,ALBA,LSE,AIMX,Alba Mineral Resources,Arkadian Strategic Metals Plc,Common Stock,0.128,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
HKEX::08292,08292,HKEX,XHKG,VSING,Worldgate Global Logistics Ltd.,Common Stock,0.129,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
LSE::0NQT,0NQT,LSE,XLON,Television Francaise 1 SA,TF1 Group,Common Stock,0.129,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
LSE::0NLV,0NLV,LSE,XLON,VITA 34 AG,FamiCord AG,Common Stock,0.133,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
TSE::1959,1959,TSE,XJPX,KRAFTIA CORPORATION,Kyudenko Corporation,Common Stock,0.133,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
BSE_IN::SOFTBPO,SOFTBPO,BSE_IN,XBOM,Softbpo Global Services Ltd,Idream Film Infrastructure Company Ltd.,Common Stock,0.14,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
B3::MFII11,MFII11,B3,BVMF,MÉRITO DESENVOLVIMENTO IMOBILIÁRIO I FII RESP LIM,Fiip11b,REIT,0.143,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
HKEX::01848,01848,HKEX,XHKG,CALC,China Aircraft Leasing Group Holdings Ltd.,Common Stock,0.146,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
HKEX::01336,01336,HKEX,XHKG,NCI,New China Life Insurance Co. Ltd.,Common Stock,0.148,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
B3::TCIN11,TCIN11,B3,BVMF,G5 CIDADE NOVA FDO. INVEST. IMOB.,FII Tourmalet V EDF CDD NV,REIT,0.151,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
LSE::0HRB,0HRB,LSE,XLON,Centrale d&#39;Achat Francaise pour l&#39; Outre Mer,Cafom S.A.,Common Stock,0.152,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
B3::SCPF11,SCPF11,B3,BVMF,SCP FII RESP LIMITADA,FI Imobiliário SCP,REIT,0.154,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
TSE::5858,5858,TSE,XJPX,"STG CO.,LTD.",Sunac Services Holdings Ltd.,Common Stock,0.154,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
TSE::7603,7603,TSE,XJPX,"Gyet Co.,Ltd.","Mac House Co., Ltd.",Common Stock,0.154,needs_official_evidence,needs_official_evidence,0.0,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
HKEX::08635,08635,HKEX,XHKG,ELEPHANT HLDGS,Novacon Technology Group Ltd.,Common Stock,0.158,needs_official_evidence,needs_official_evidence,0.0,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
TSE::6364,6364,TSE,XJPX,AIRMAN CORPORATION,"Hokuetsu Industries Co., Ltd.",Common Stock,0.16,needs_official_evidence,needs_official_evidence,0.0,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
TSE::3750,3750,TSE,XJPX,"ADR120S,Inc.","Cytori Cell Research Institute Co., Ltd.",Common Stock,0.162,needs_official_evidence,needs_official_evidence,0.0,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
BSE_IN::MPDL,MPDL,BSE_IN,XBOM,MPDL Ltd,Macrotech Developers Ltd.,Common Stock,0.167,needs_official_evidence,needs_official_evidence,0.0,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
HKEX::01116,01116,HKEX,XHKG,HC TECH GP,Mayer Holdings Ltd.,Common Stock,0.167,needs_official_evidence,needs_official_evidence,0.0,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
HKEX::01751,01751,HKEX,XHKG,AI ENERGY ENG,Kingland Group Holdings Ltd.,Common Stock,0.167,needs_official_evidence,needs_official_evidence,0.0,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
HKEX::08271,08271,HKEX,XHKG,GDC,Global Digital Creations Holdings Limited,Common Stock,0.167,needs_official_evidence,needs_official_evidence,0.0,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
LSE::0FI1,0FI1,LSE,XLON,Greek Organisation of Football Prognostics SA,Allwyn AG,Common Stock,0.167,needs_official_evidence,needs_official_evidence,0.0,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
LSE::0HN5,0HN5,LSE,XLON,"Former BL Stores, Inc.",Big Lots Inc.,Common Stock,0.167,needs_official_evidence,needs_official_evidence,0.0,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
HKEX::06869,06869,HKEX,XHKG,YOFC,Yangtze Optical Fibre and Cable Joint Stock Ltd.,Common Stock,0.17,needs_official_evidence,needs_official_evidence,0.0,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
HKEX::08516,08516,HKEX,XHKG,ZY INTL,Grand Talents Group Holdings Limited,Common Stock,0.171,needs_official_evidence,needs_official_evidence,0.0,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
HKEX::01523,01523,HKEX,XHKG,PLOVER BAY TECH,PNC Financial Services Group Inc. 5.75% Subordinated Floating Rate Note,Common Stock,0.175,needs_official_evidence,needs_official_evidence,0.0,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
HKEX::08158,08158,HKEX,XHKG,CRMI,China Regenerative Medicine International Ltd.,Common Stock,0.178,needs_official_evidence,needs_official_evidence,0.0,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
B3::HGPO11,HGPO11,B3,BVMF,PATRIA PRIME OFFICES - FII - RESPONSABILIDADE LTDA,HedgePort Mutual Fund,REIT,0.179,needs_official_evidence,needs_official_evidence,0.0,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
BSE_IN::RLFL,RLFL,BSE_IN,XBOM,Ramchandra Leasing & Finance Ltd,RLF Ltd.,Common Stock,0.182,needs_official_evidence,needs_official_evidence,0.0,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
TSE::9432,9432,TSE,XJPX,"NTT,Inc.",Nippon Telegraph and Telephone Corporation,Common Stock,0.182,needs_official_evidence,needs_official_evidence,0.0,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
HKEX::01468,01468,HKEX,XHKG,JAKOTA CAPITAL,Kingkey Financial International Holdings Ltd.,Common Stock,0.185,needs_official_evidence,needs_official_evidence,0.0,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
HKEX::01398,01398,HKEX,XHKG,ICBC,Industrial & Commercial Bank of China Ltd.,Common Stock,0.186,needs_official_evidence,needs_official_evidence,0.0,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
HKEX::01635,01635,HKEX,XHKG,DZUG,"Shanghai Dazhong Public Utilities Group Co., Ltd.",Common Stock,0.186,needs_official_evidence,needs_official_evidence,0.0,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
HKEX::01401,01401,HKEX,XHKG,FUTURE MACH LTD,Sprocomm Intelligence Ltd.,Common Stock,0.188,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
HKEX::08286,08286,HKEX,XHKG,CCOE,"Shanxi Changcheng Microlight Co., Ltd.",Common Stock,0.188,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
HKEX::09981,09981,HKEX,XHKG,WOER,"Shenzhen Woer Heat-Shrinkable Material Co., Ltd.",Common Stock,0.19,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
HKEX::80737,80737,HKEX,XHKG,BAY AREA DEV-R,"Shenzhen Investment Holdings Co., Ltd.",Common Stock,0.19,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
TSE::195A,195A,TSE,XJPX,MUSCAT GROUP Inc.,Ricecurry Inc.,Common Stock,0.19,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
HKEX::01763,01763,HKEX,XHKG,CIRC,China Isotope & Radiation Corporation,Common Stock,0.194,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
HKEX::03908,03908,HKEX,XHKG,CICC,China International Capital Corporation Limited,Common Stock,0.194,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
HKEX::03997,03997,HKEX,XHKG,TSO,Telecom Service One Holdings Ltd.,Common Stock,0.194,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
HKEX::02039,02039,HKEX,XHKG,CIMC,China International Marine Containers Co. Ltd.,Common Stock,0.195,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
ASX::EV8,EV8,ASX,XASX,EVERLAST MINERALS LTD.,EV8,Common Stock,0.2,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
BSE_IN::HIIL,HIIL,BSE_IN,XBOM,Hindusthan Insulators & Industries Ltd,HIIL,Common Stock,0.2,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
HKEX::01915,01915,HKEX,XHKG,TAIHE M-FIN,Yangzhou Guangling District Development Co. Ltd.,Common Stock,0.2,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
HKEX::06682,06682,HKEX,XHKG,PHANCY,"Beijing Fourth Paradigm Technology Co., Ltd.",Common Stock,0.2,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
LSE::0NEX,0NEX,LSE,XLON,Orpea SA,Emeis SA,Common Stock,0.2,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
LSE::0QQI,0QQI,LSE,XLON,HT5 AG,Centiel AG,Common Stock,0.2,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
HKEX::01165,01165,HKEX,XHKG,SFCE,Shunfeng International Clean Energy Ltd.,Common Stock,0.205,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
HKEX::01640,01640,HKEX,XHKG,QIAN XUN TECH,Ruicheng China Media Group Ltd.,Common Stock,0.205,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
HKEX::01698,01698,HKEX,XHKG,TME-SW,Tencent Music Entertainment Group,Common Stock,0.205,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
LSE::TGP,TGP,LSE,AIMX,Tekmar Group plc,Orange County Revenue Bonds,Common Stock,0.205,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
BSE_IN::RAGHUTOB,RAGHUTOB,BSE_IN,XBOM,Raghunath Tobacco Company Ltd,RTCL Ltd.,Common Stock,0.207,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
HKEX::01288,01288,HKEX,XHKG,ABC,Agricultural Bank of China Ltd.,Common Stock,0.207,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
HKEX::08050,08050,HKEX,XHKG,CITY COOLXUAN,Quantum Thinking Ltd.,Common Stock,0.207,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
LSE::0H3Q,0H3Q,LSE,XLON,Deutsche Post AG NA O.N.,DHL Group AG,Common Stock,0.207,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
TSE::1887,1887,TSE,XJPX,JDC CORPORATION,Jardine Strategic Holdings Limited,Common Stock,0.207,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
B3::VXXV11,VXXV11,B3,BVMF,GENESIS MULTIESTRATÉGIA FII,VX XVI Fundo de Investimento Imobiliário,REIT,0.209,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
BSE_IN::CLFL,CLFL,BSE_IN,XBOM,Classic Leasing & Finance Ltd,Ruchi Infrastructure Ltd.,Common Stock,0.213,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
HKEX::01447,01447,HKEX,XHKG,SFK,SFK Construction Holdings Limited,Common Stock,0.214,needs_official_evidence,needs_official_evidence,0.2,openfigi|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.",batch_c_high_value_international
